PooledFundId,AllocationYear,ReportApprovedDate,BeneficiaryTypeId,AllocationtypeId,AllocationSourceId,TargetMen,TargetWomen,TargetBoys,TargetGirls,ReachedMen,ReachedWomen,ReachedBoys,ReachedGirls
1,2018,2019-11-01,2.0,2923,2,5228.0,5224.0,5222.0,5230.0,4376.0,4274.0,4331.0,4373.0
1,2018,2019-11-01,2.0,3023,1,20728.0,21931.0,9133.0,8145.0,9288.0,21240.0,6468.0,6260.0
1,2018,2019-11-01,3.0,2623,2,460.0,478.0,3463.0,3604.0,970.0,543.0,1075.0,1488.0
1,2018,2019-11-01,3.0,2923,2,7842.0,7836.0,7833.0,7845.0,10209.0,9980.0,10114.0,10203.0
1,2018,2019-11-01,3.0,3023,1,1803.0,1940.0,877.0,813.0,1078.0,1399.0,774.0,887.0
1,2018,2019-11-01,4.0,2623,2,6429.0,637.0,2085.0,526.0,9435.0,1001.0,3073.0,786.0
1,2018,2019-11-01,4.0,3323,1,2100.0,1300.0,700.0,540.0,2640.0,1700.0,848.0,650.0
1,2018,2019-11-02,2.0,2623,2,70.0,71.0,1114.0,1159.0,243.0,110.0,4079.0,3508.0
1,2018,2019-11-02,3.0,2623,2,493.0,496.0,7797.0,8116.0,78.0,36.0,4900.0,3773.0
1,2018,2019-11-02,4.0,2623,2,141.0,141.0,2228.0,2319.0,127.0,31.0,1892.0,1652.0
1,2018,2019-11-03,2.0,3023,1,5040.0,10080.0,4788.0,5292.0,6103.0,15195.0,3896.0,3431.0
1,2018,2019-11-03,3.0,3023,1,5028.0,5929.0,8366.0,7522.0,3952.0,3916.0,5772.0,5620.0
1,2018,2019-11-04,2.0,2823,1,2149.0,544.0,14.0,14.0,9530.0,1908.0,1796.0,683.0
1,2018,2019-11-04,2.0,3023,1,5510.0,5290.0,1377.0,1323.0,13453.0,25468.0,7390.0,7524.0
1,2018,2019-11-04,3.0,2823,1,9480.0,2400.0,60.0,60.0,6041.0,890.0,201.0,62.0
1,2018,2019-11-04,3.0,3023,1,2755.0,2645.0,689.0,661.0,1734.0,2950.0,739.0,725.0
1,2018,2019-11-04,3.0,3223,1,2140.0,2228.0,437.0,655.0,1471.0,1532.0,1228.0,1229.0
1,2018,2019-11-04,4.0,2823,1,379.0,96.0,2.0,2.0,2571.0,283.0,155.0,32.0
1,2018,2019-11-04,4.0,3023,1,918.0,882.0,230.0,220.0,993.0,2167.0,452.0,528.0
1,2018,2019-11-04,5.0,2823,1,632.0,160.0,4.0,4.0,28.0,,,
1,2018,2019-11-05,2.0,2923,2,7000.0,5320.0,8120.0,7560.0,8445.0,5725.0,8024.0,5884.0
1,2018,2019-11-05,2.0,3323,1,1608.0,1230.0,5534.0,6226.0,267.0,140.0,5057.0,5830.0
1,2018,2019-11-05,3.0,2923,2,875.0,665.0,1015.0,945.0,875.0,665.0,1015.0,965.0
1,2018,2019-11-05,3.0,3323,1,4226.0,3223.0,3791.0,3204.0,6855.0,5372.0,5810.0,4781.0
1,2018,2019-11-06,2.0,2623,2,2270.0,8276.0,11718.0,12416.0,7631.0,30594.0,40482.0,37572.0
1,2018,2019-11-06,2.0,2923,2,1391.0,2287.0,4933.0,4402.0,1997.0,2816.0,5997.0,4681.0
1,2018,2019-11-06,2.0,3323,1,,1860.0,1410.0,1530.0,,,,
1,2018,2019-11-06,3.0,2623,2,739.0,6116.0,8232.0,9234.0,1358.0,5779.0,7235.0,6899.0
1,2018,2019-11-06,3.0,2923,2,155.0,1933.0,3290.0,3343.0,317.0,4151.0,5845.0,5709.0
1,2018,2019-11-06,3.0,3223,1,31745.0,33863.0,48685.0,44453.0,19224.0,15719.0,31109.0,34196.0
1,2018,2019-11-06,3.0,3323,1,12000.0,16740.0,12690.0,13770.0,14403.0,43612.0,15574.0,18743.0
1,2018,2019-11-06,4.0,2623,2,38.0,42.0,,,33.0,38.0,,
1,2018,2019-11-06,5.0,2623,2,,5917.0,10307.0,12102.0,,,,
1,2018,2019-11-07,2.0,2623,2,6105.0,7471.0,14166.0,12126.0,7474.0,7814.0,12624.0,11940.0
1,2018,2019-11-07,2.0,2923,2,5646.0,5425.0,1897.0,1912.0,5676.0,5457.0,1910.0,1837.0
1,2018,2019-11-07,2.0,3323,1,9408.0,29214.0,5836.0,6361.0,3772.0,25190.0,12412.0,12430.0
1,2018,2019-11-07,3.0,2623,2,1919.0,2348.0,4452.0,3811.0,2825.0,3289.0,2486.0,2497.0
1,2018,2019-11-07,3.0,2923,2,7374.0,7950.0,4028.0,3944.0,7041.0,11285.0,8146.0,10595.0
1,2018,2019-11-07,4.0,2923,2,5303.0,8354.0,8168.0,8502.0,6175.0,11364.0,19955.0,20755.0
1,2018,2019-11-07,4.0,3323,1,86.0,76.0,,,71.0,151.0,,
1,2018,2019-11-08,2.0,2623,2,9311.0,7210.0,7712.0,7402.0,8651.0,23019.0,22037.0,19373.0
1,2018,2019-11-08,2.0,2923,2,7485.0,15189.0,13322.0,12781.0,3532.0,3928.0,4356.0,4382.0
1,2018,2019-11-08,2.0,3023,1,61884.0,71782.0,61283.0,49219.0,15097.0,44774.0,20926.0,18391.0
1,2018,2019-11-08,2.0,3123,1,15175.0,14575.0,14815.0,14935.0,15887.0,15264.0,15513.0,15637.0
1,2018,2019-11-08,3.0,2623,2,90347.0,83846.0,26947.0,26675.0,104032.0,110631.0,62297.0,52253.0
1,2018,2019-11-08,3.0,2923,2,394.0,800.0,701.0,672.0,,,,
1,2018,2019-11-08,3.0,3023,1,2707.0,2992.0,4417.0,4132.0,4579.0,15966.0,5772.0,6039.0
1,2018,2019-11-08,4.0,2623,2,3311.0,3266.0,3584.0,3738.0,4504.0,11759.0,12827.0,12033.0
1,2018,2019-11-08,4.0,3023,1,47847.0,36708.0,24721.0,14662.0,103300.0,94445.0,53125.0,44272.0
1,2018,2019-11-12,3.0,3223,1,4850.0,4848.0,2078.0,2077.0,4850.0,4848.0,2078.0,2077.0
1,2018,2019-11-14,2.0,2923,2,,,3817.0,4482.0,,,5128.0,5987.0
1,2018,2019-11-14,3.0,2923,2,,,447.0,525.0,,,333.0,424.0
1,2018,2019-11-14,4.0,2623,2,22680.0,22680.0,34020.0,34020.0,12185.0,12790.0,15588.0,16730.0
1,2018,2019-11-17,2.0,2923,2,,22985.0,21403.0,25126.0,28.0,35098.0,60547.0,58717.0
1,2018,2019-11-17,2.0,3323,1,14860.0,16908.0,4557.0,4734.0,9310.0,17498.0,9386.0,9784.0
1,2018,2019-11-17,3.0,2923,2,,1187.0,1076.0,1263.0,,,,
1,2018,2019-11-17,3.0,3323,1,2192.0,2296.0,679.0,733.0,2050.0,7870.0,2800.0,2292.0
1,2018,2019-11-17,4.0,2923,2,53.0,113.0,,,,,,
1,2018,2019-11-29,2.0,2923,2,1808.0,1808.0,2392.0,2392.0,1562.0,1763.0,3288.0,3336.0
1,2018,2019-11-30,3.0,3023,1,3412.0,2594.0,3958.0,3686.0,2660.0,2022.0,3086.0,2874.0
1,2018,2019-12-01,3.0,3223,1,6601.0,5017.0,7657.0,7129.0,5770.0,4386.0,6693.0,6231.0
1,2018,2019-12-04,2.0,2923,2,,2800.0,4747.0,4825.0,,16211.0,6837.0,8006.0
1,2018,2019-12-04,3.0,2923,2,,800.0,1500.0,1508.0,,1730.0,825.0,1196.0
1,2018,2019-12-10,2.0,2923,2,10794.0,21555.0,11597.0,13775.0,11260.0,17783.0,12336.0,14516.0
1,2018,2019-12-10,3.0,2923,2,2804.0,2891.0,3015.0,3691.0,1462.0,5181.0,1092.0,2405.0
1,2018,2019-12-17,2.0,2923,2,2244.0,2992.0,3162.0,2482.0,3848.0,4505.0,4659.0,3023.0
1,2018,2019-12-17,3.0,2923,2,264.0,352.0,372.0,292.0,757.0,1044.0,645.0,490.0
1,2018,2019-12-17,4.0,2923,2,132.0,176.0,186.0,146.0,152.0,65.0,162.0,93.0
1,2018,2019-12-24,2.0,3323,1,4525.0,13147.0,5098.0,5688.0,8947.0,8571.0,8826.0,8460.0
1,2018,2019-12-24,3.0,3323,1,975.0,3042.0,1169.0,1356.0,538.0,886.0,242.0,205.0
1,2018,2020-01-21,2.0,2923,2,5911.0,5939.0,8280.0,8423.0,5911.0,5939.0,8280.0,8423.0
1,2018,2020-01-22,4.0,3123,1,15570.0,15854.0,21776.0,23030.0,16969.0,17031.0,25733.0,25319.0
1,2018,2020-01-23,3.0,3223,1,2171.0,2181.0,3040.0,3094.0,2171.0,2181.0,3040.0,3094.0
1,2018,2020-01-24,3.0,3223,1,4847.0,5876.0,3713.0,4807.0,4847.0,5876.0,3713.0,4807.0
1,2018,2020-01-31,2.0,2923,2,29344.0,30405.0,18830.0,19686.0,44586.0,61986.0,24164.0,24034.0
1,2018,2020-12-26,2.0,2923,2,585.0,550.0,140.0,140.0,2898.0,2725.0,853.0,665.0
1,2018,2020-12-26,3.0,2923,2,1990.0,1875.0,460.0,460.0,292.0,330.0,266.0,279.0
1,2018,2020-12-27,3.0,3223,1,22760.0,27020.0,37480.0,34340.0,17721.0,20056.0,22056.0,20185.0
1,2018,2020-12-29,2.0,3323,1,,,,,33765.0,35150.0,27940.0,28445.0
1,2019,2019-11-05,3.0,3423,1,9679.0,10942.0,17636.0,15078.0,6243.0,7573.0,10139.0,9070.0
1,2019,2019-11-06,3.0,3423,1,6317.0,9206.0,13860.0,12617.0,8049.0,6337.0,9573.0,10448.0
1,2019,2020-01-23,4.0,3423,1,11558.0,1879.0,7834.0,3729.0,19608.0,3188.0,13290.0,6326.0
1,2019,2020-01-24,4.0,3523,1,2882.0,318.0,,,1730.0,190.0,,
1,2019,2020-08-03,2.0,3723,1,454.0,454.0,1059.0,1059.0,,,,
1,2019,2020-08-03,3.0,3723,1,454.0,454.0,1059.0,1059.0,710.0,761.0,995.0,988.0
1,2019,2020-08-09,2.0,3623,2,1615.0,281.0,237.0,117.0,1908.0,246.0,179.0,43.0
1,2019,2020-08-09,3.0,3623,2,1024.0,160.0,38.0,17.0,1689.0,424.0,52.0,11.0
1,2019,2020-08-09,4.0,3623,2,38.0,,,,42.0,2.0,,
1,2019,2020-08-09,5.0,3623,2,38.0,,,,1.0,,,
1,2019,2020-08-09,6.0,3623,2,360.0,38.0,31.0,6.0,351.0,33.0,23.0,
1,2019,2020-09-13,3.0,3723,1,2365.0,2462.0,483.0,724.0,1821.0,1909.0,561.0,585.0
1,2019,2020-11-25,2.0,3623,2,7596.0,7596.0,10342.0,10342.0,8432.0,8976.0,12942.0,12902.0
1,2019,2020-12-06,3.0,3623,2,1391.0,1430.0,682.0,725.0,884.0,969.0,1401.0,1400.0
1,2019,2020-12-07,2.0,3723,1,14052.0,14625.0,16496.0,17169.0,12801.0,9963.0,18480.0,18065.0
1,2019,2020-12-07,3.0,3723,1,3272.0,3407.0,3841.0,3998.0,37.0,33.0,70.0,71.0
1,2019,2020-12-07,6.0,3723,1,1925.0,2003.0,2260.0,2352.0,29.0,23.0,45.0,46.0
1,2019,2020-12-13,2.0,3723,1,1248.0,1157.0,990.0,910.0,509.0,845.0,1560.0,1486.0
1,2019,2020-12-13,2.0,3823,1,,,8766.0,10713.0,,,8767.0,10715.0
1,2019,2020-12-13,3.0,3723,1,1166.0,1090.0,924.0,838.0,485.0,706.0,1270.0,1238.0
1,2019,2020-12-13,3.0,3823,1,,,300.0,366.0,,,301.0,367.0
1,2019,2020-12-13,6.0,3723,1,22.0,21.0,18.0,16.0,72.0,52.0,89.0,70.0
1,2019,2020-12-14,2.0,3823,1,12890.0,16950.0,3000.0,3000.0,9220.0,12470.0,2951.0,2258.0
1,2019,2020-12-14,3.0,3823,1,7000.0,8000.0,12000.0,14000.0,5412.0,6184.0,9321.0,10410.0
1,2019,2020-12-14,4.0,3823,1,110.0,50.0,,,90.0,38.0,,
