Year,ApplicationCode,WindowID,EmergencyTypeID,EmergencyGroupID,AgencyID,Budget,FirstProjectApprovedDate,LastProjectApprovedDate,CountryID
2014,14-RR-IRQ-12512,3,16,1,5;7;6;11;4;2;3,14871397.0000,2014-12-12,2014-12-15,49
2014,14-RR-IRQ-10125,3,12,2,4;3,2000000.0000,2014-06-02,2014-06-02,49
2014,14-RR-IRQ-10498,3,16,1,7;11;4;2,3930931.0000,2014-07-14,2014-07-21,49
2014,14-RR-IRQ-7815,3,16,1,7;6;11;4;2;3,4873130.0000,2014-02-11,2014-02-13,49
2014,14-RR-PSE-10905,3,19,1,1;4;12;13;2;3,10825145.0000,2014-09-05,2014-09-18,73
2014,14-RR-UKR-11242,3,16,1,7;20;6;11;4;2;3,3975226.0000,2014-09-26,2014-10-03,98
2014,14-UFE-YEM-8206,4,27,6,5;7;1;6;11;4;2;3,13897833.0000,2014-03-24,2014-04-17,105
2015,15-RR-YEM-16888,3,16,1,7;1;6;11;4;3,14942667.0000,2015-10-20,2015-10-30,105
2015,15-RR-YEM-15809,3,19,1,1;11;4;2,2592511.0000,2015-09-04,2015-09-10,105
2015,15-RR-YEM-15526,3,16,1,7;11;4;2;3,25274293.0000,2015-06-25,2015-07-02,105
2015,15-RR-YEM-15203,3,19,1,2,1440633.0000,2015-05-22,2015-05-22,105
2015,15-RR-UKR-15384,3,19,1,4;2;3,4920172.0000,2015-06-17,2015-06-19,98
2015,15-UF-LBN-13680,4,16,1,6;11;4;13;2,18004139.0000,2015-03-17,2015-04-02,55
2015,15-UF-SYR-13605,4,16,1,5;7;6;11;4;13;2;3,29926021.0000,2015-03-13,2015-03-26,91
2015,15-UF-TUR-13581,4,16,1,7;6;11;4;2;3,8999844.0000,2015-02-24,2015-04-01,96
2015,15-RR-IRQ-17252,3,9,2,4;3,4490040.0000,2015-10-30,2015-10-30,49
2015,15-UF-MMR-16415,4,16,1,5;7;6;11;4;2;3,5367651.0000,2015-09-22,2015-10-01,67
2015,15-UF-IRQ-13828,4,16,1,5;1;6;11;4;2,7988899.0000,2015-03-23,2015-04-02,49
2015,15-UF-JOR-13602,4,16,1,5;1;11;4;13;2,9000346.0000,2015-02-25,2015-04-02,51
2015,15-RR-VUT-14293,3,5,3,5;7;6;4;2;3,5038408.0000,2015-03-27,2015-03-30,101
2015,15-RR-MMR-15942,3,6,3,7;6;11;4;2;3,8905409.0000,2015-08-07,2015-08-11,67
2015,15-RR-MMR-17338,3,6,3,5,1500000.0000,2015-10-23,2015-10-23,67
2015,15-RR-PHL-17750,3,5,3,5;3,1512074.0000,2015-11-24,2015-11-30,78
2015,15-RR-PAK-16807,3,16,1,6;11;4;2;3,11000547.0000,2015-10-02,2015-10-14,74
2015,15-RR-NPL-14845,3,1,3,7;6;4;2;3,14913716.0000,2015-05-04,2015-05-06,69
2015,15-RR-NPL-17376,3,1,3,2,1200000.0000,2015-10-28,2015-10-28,69
2015,15-RR-NPL-15874,3,1,3,2,3000000.0000,2015-08-14,2015-08-14,69
2015,15-RR-AFG-17675,3,19,1,5;6;2;3,5802858.0000,2015-12-17,2015-12-23,1
2015,15-UF-AFG-16317,4,19,1,7;6;11;4;2;3,7983646.0000,2015-09-16,2015-09-30,1
2015,15-RR-SLV-17828,3,8,3,5;1;4;2,2710000.0000,2015-12-17,2015-12-18,34
2015,15-UF-COL-13727,4,22,5,5;1;11;4;2;3,2994382.0000,2015-03-13,2015-04-02,22
2015,15-RR-PER-15160,3,6,3,5;7;6;4,914395.0000,2015-06-03,2015-06-05,77
2015,15-RR-HND-17502,3,8,3,4;2;3,2187908.0000,2015-11-09,2015-11-13,46
2015,15-UF-PRK-13598,4,27,6,5;4;2;3,2000285.0000,2015-03-09,2015-03-13,26
2015,15-RR-PRK-15797,3,8,3,4;2;3,6276701.0000,2015-08-05,2015-08-11,26
2015,15-UF-BGD-16330,4,19,1,7;6;11;4;2,2992959.0000,2015-09-15,2015-09-18,7
2015,15-RR-CHL-14696,3,6,3,7;3,777854.0000,2015-05-08,2015-05-13,20
2015,15-RR-HTI-17758,3,16,1,7;11;4,1986864.0000,2015-12-22,2015-12-28,45
2015,15-RR-HTI-15845,3,8,3,5;4;2,3025767.0000,2015-08-14,2015-08-20,45
2015,15-RR-HTI-15837,3,9,2,7;4;3,4145154.0000,2015-08-17,2015-08-20,45
2015,15-RR-MRT-17143,3,8,3,6;4;2;3,2532163.0000,2015-10-20,2015-10-20,63
2015,15-RR-NGA-17868,3,16,1,7;6;11;4;3,9854146.0000,2016-01-18,2016-02-25,72
2015,15-RR-NGA-14217,3,16,1,5;7;1;6;11;4;2,9889075.0000,2015-04-29,2015-05-04,72
2015,15-RR-NER-14142,3,16,1,7;6;11;4;2;3,6710140.0000,2015-04-23,2015-04-28,71
2015,15-RR-NER-17852,3,16,1,7;6;11;4;2,7031508.0000,2015-12-17,2015-12-29,71
2015,15-RR-SDN-15745,3,16,1,6;11;4;2;3,7087382.0000,2015-07-31,2015-08-17,80
2015,15-RR-SDN-14565,3,10,2,4;3,1991765.0000,2015-05-08,2015-05-08,80
2015,15-UF-SDN-16232,4,16,1,5;7;6;11;4;2;3,15116739.0000,2015-09-10,2015-09-30,80
2015,15-RR-DZA-17727,3,6,3,11;4;2;3,5051640.0000,2015-12-09,2015-12-10,2
2015,15-UF-EGY-13584,4,16,1,11;2;3,3500065.0000,2015-03-03,2015-03-06,33
2015,15-RR-TCD-17787,3,16,1,5;7;6;11;4;2;3,6997593.0000,2015-12-18,2015-12-28,19
2015,15-RR-TCD-14349,3,16,1,7;1;11;4;2;3,3517882.0000,2015-05-07,2015-05-22,19
2015,15-UF-TCD-16304,4,16,1,5;11;4;2;3,5998567.0000,2015-09-15,2015-09-29,19
2015,15-RR-CAF-17599,3,16,1,5;7;1;6;11;4;2;3,11556590.0000,2015-11-27,2015-12-17,18
2015,15-RR-COD-15556,3,16,1,5;6;11;4;2;3,6792923.0000,2015-07-16,2015-07-31,27
2015,15-RR-CMR-18002,3,16,1,5;6;11;4;2,7005094.0000,2015-12-30,2015-12-31,16
2015,15-UF-COD-13652,4,16,1,11;4;12,8047670.0000,2015-03-20,2015-04-07,27
2015,15-RR-CMR-14196,3,16,1,5;7;17;6;11;4;2;3,7066174.0000,2015-04-24,2015-05-06,16
2015,15-RR-UGA-15851,3,16,1,7;6;11;4;2;3,3238788.0000,2015-08-05,2015-08-06,97
2015,15-RR-SSD-15657,3,16,1,5;7;4;2,5192853.0000,2015-07-16,2015-07-16,88
2015,15-RR-SSD-15810,3,9,2,4;3,2637025.0000,2015-08-08,2015-08-08,88
2015,15-RR-SSD-15159,3,16,1,11;4;12;2,5616616.0000,2015-06-02,2015-06-04,88
2015,15-RR-ZWE-17191,3,8,3,5;4;2,8110712.0000,2015-10-28,2015-11-02,107
2015,15-RR-MOZ-13756,3,9,2,4;3,748857.0000,2015-03-02,2015-03-03,66
2015,15-RR-MOZ-13459,3,6,3,5;7;4;2,3247508.0000,2015-02-03,2015-02-06,66
2015,15-RR-SOM-16347,3,16,1,7;6;11;2;3,5300084.0000,2015-09-22,2015-09-30,87
2015,15-UF-SOM-16433,4,8,3,5;7;6;11;4;2;3,19989234.0000,2015-09-25,2015-10-12,87
2015,15-RR-MWI-13471,3,6,3,5;7;11;4;2,6961397.0000,2015-02-04,2015-02-11,60
2015,15-RR-MWI-16892,3,8,3,5;4;2,9963628.0000,2015-10-12,2015-10-14,60
2015,15-UF-RWA-13702,4,16,1,7;17;6;11;4;2,2498220.0000,2015-03-10,2015-03-17,81
2015,15-RR-TZA-17379,3,9,2,4;3,1500314.0000,2015-11-05,2015-11-05,99
2015,15-RR-TZA-15113,3,16,1,7;6;11;4;2;3,7656005.0000,2015-05-27,2015-06-02,99
2015,15-RR-RWA-15006,3,16,1,6;11;4;2;3,7984746.0000,2015-05-18,2015-05-20,81
2015,15-RR-MDG-14228,3,8,3,5;4;2,2294798.0000,2015-03-27,2015-04-02,59
2015,15-RR-ETH-17557,3,8,3,2,17003929.0000,2015-11-11,2015-11-11,36
2015,15-UF-ETH-16220,4,8,3,5;11;4;2,10015968.0000,2015-09-10,2015-09-11,36
2015,15-UF-ERI-16263,4,8,3,5;1;6;11;4;3,2993896.0000,2015-09-03,2015-09-16,35
2015,15-UF-BDI-13583,4,16,1,5;7;4;2,2495246.0000,2015-02-27,2015-03-04,14
2015,15-UF-DJI-13593,4,8,3,5;7;11;4;2,3000059.0000,2015-03-06,2015-03-12,28
2016,16-RR-DJI-19828,3,8,3,5;7;4;2;3,1972054.0000,2016-04-14,2016-04-22,28
2016,16-UF-BDI-18467,4,16,1,5;7;20;6;11;4;2;3,12985955.0000,2016-03-16,2016-03-31,14
2016,16-UF-ERI-21832,4,19,1,6;11;4;3,2002599.0000,2016-09-15,2016-09-15,35
2016,16-RR-ETH-22863,3,16,1,7;11;4;2,9491863.0000,2016-10-24,2016-10-26,36
2016,16-UF-ETH-18468,4,16,1,7;11;4;2,10991119.0000,2016-03-10,2016-03-23,36
2016,16-RR-MDG-20140,3,8,3,5;6;4;2;3,5988888.0000,2016-04-23,2016-04-25,59
2016,16-RR-TZA-22803,3,1,3,7;4,1498097.0000,2016-10-26,2016-10-26,99
2016,16-UF-TZA-18470,4,16,1,7;17;6;11;4;2;3,10994664.0000,2016-03-05,2016-03-30,99
2016,16-RR-RWA-21371,3,6,3,5;7;1;6;4;2;3,4218944.0000,2016-07-19,2016-08-04,81
2016,16-UF-RWA-21834,4,16,1,6;11;4;2;3,4998778.0000,2016-09-14,2016-09-20,81
2016,16-RR-MWI-21135,3,16,1,11;4;2,1437503.0000,2016-06-29,2016-07-01,60
2016,16-RR-MOZ-19204,3,8,3,5;4;2,4679803.0000,2016-03-24,2016-03-24,66
2016,16-RR-SOM-19262,3,8,3,5;7;6;4;2;3,11006301.0000,2016-03-31,2016-04-06,87
2016,16-RR-SOM-20943,3,9,2,4;2;3,1879031.0000,2016-06-17,2016-06-17,87
2016,16-RR-KEN-19805,3,10,2,4;3,962943.0000,2016-04-12,2016-04-12,52
2016,16-UF-KEN-18491,4,16,1,6;11;4;2;3,3998746.0000,2016-03-03,2016-03-16,52
2016,16-RR-SSD-19881,3,22,5,5;7;6;4;2;3,14834302.0000,2016-04-14,2016-05-17,88
2016,16-RR-SSD-19018,3,16,1,11,5989321.0000,2016-03-16,2016-03-16,88
2016,16-UF-UGA-18474,4,16,1,5;7;17;6;11;4;2;3,18000027.0000,2016-03-03,2016-03-17,97
2016,16-RR-UGA-21908,3,16,1,17;6;11;4;2;3,10297497.0000,2016-09-07,2016-09-07,97
2016,16-RR-CMR-22075,3,16,1,6;4;2;3,4187543.0000,2016-09-14,2016-09-23,16
2016,16-RR-COG-23171,3,16,1,6;11;4;2;3,2366915.0000,2016-11-16,2016-11-28,79
2016,16-RR-COD-23263,3,16,1,5;6;11;2;3,3989371.0000,2016-12-07,2016-12-13,27
2016,16-UF-COD-21899,4,16,1,5;11;4;2,10995505.0000,2016-09-14,2016-09-19,27
2016,16-RR-COD-21185,3,12,2,4;3,1604808.0000,2016-07-08,2016-07-08,27
2016,16-RR-CAF-21913,3,16,1,11;4;2,2985563.0000,2016-10-07,2016-11-01,18
2016,16-UF-TCD-21922,4,16,1,5;7;6;11;4;2;3,10000551.0000,2016-08-26,2016-09-20,19
2016,16-RR-TCD-20685,3,16,1,7;6;11;4;2;3,9991552.0000,2016-06-01,2016-06-09,19
2016,16-UF-CAF-21880,4,16,1,5;7;6;11;4;2;3,8999815.0000,2016-09-14,2016-09-20,18
2016,16-RR-AGO-18644,3,8,3,5;4;3,4989386.0000,2016-02-25,2016-02-26,3
2016,16-RR-AGO-19627,3,12,2,3,3000000.0000,2016-03-31,2016-03-31,3
2016,16-UF-LBY-18497,4,22,5,7;1;6;11;4;12;2;3,11989024.0000,2016-03-16,2016-03-31,58
2016,16-RR-SDN-19372,3,16,1,5;7;6;11;4;2;3,9692867.0000,2016-04-08,2016-04-28,80
2016,16-UF-SDN-18490,4,16,1,6;11;4;2;3,6991425.0000,2016-03-03,2016-03-11,80
2016,16-RR-SDN-20880,3,16,1,6;11;4;2;3,7951140.0000,2016-06-23,2016-07-01,80
2016,16-RR-SWZ-19441,3,8,3,4;2,3141908.0000,2016-03-28,2016-03-28,90
2016,16-RR-LSO-19019,3,8,3,5;4;2;3,4782918.0000,2016-03-14,2016-04-04,56
2016,16-RR-NER-21746,3,16,1,7;6;11;4;2;3,4989275.0000,2016-08-18,2016-08-31,71
2016,16-RR-NGA-21156,3,16,1,5;1;6;11;4;2,13229882.0000,2016-06-29,2016-07-12,72
2016,16-RR-NGA-20452,3,12,2,3,399741.0000,2016-05-13,2016-05-13,72
2016,16-RR-CIV-22036,3,16,1,6;4;2,1965416.0000,2016-09-13,2016-09-13,24
2016,16-UF-MLI-18527,4,16,1,5;7;6;11;4;12;2;3,15999980.0000,2016-03-03,2016-03-23,61
2016,16-RR-HTI-22873,3,5,3,5;7;17;6;4;2;3,6838529.0000,2016-10-19,2016-10-27,45
2016,16-RR-HTI-23486,3,5,3,7;4,3544711.0000,2016-12-21,2016-12-21,45
2016,16-RR-CUB-22839,3,5,3,5;1;6;4;2;3,5352736.0000,2016-10-19,2016-10-31,25
2016,16-RR-GIN-20518,3,30,2,1;4;3,2971319.0000,2016-05-19,2016-05-27,43
2016,16-RR-BGD-21056,3,6,3,1;6;4;2,1799769.0000,2016-07-01,2016-07-01,7
2016,16-RR-BGD-23507,3,16,1,7;6;4;2,3090269.0000,2016-12-23,2016-12-29,7
2016,16-RR-MNG-18890,3,7,3,5;1;6;4,2442974.0000,2016-03-07,2016-03-14,65
2016,16-RR-PRK-22528,3,6,3,5;6;4;2;3,5054519.0000,2016-09-28,2016-10-03,26
2016,16-RR-GTM-18429,3,8,3,4;2;3,4829690.0000,2016-01-28,2016-02-02,42
2016,16-RR-ECU-20419,3,1,3,7;17;6;11;4;2;3,7501349.0000,2016-05-02,2016-05-24,32
2016,16-RR-AFG-23148,3,16,1,7;6;11;12;2;3,9782398.0000,2016-11-14,2016-11-21,1
2016,16-UF-PRK-18469,4,27,6,5;6;4;2;3,8000692.0000,2016-02-26,2016-03-05,26
2016,16-RR-NPL-21571,3,8,3,5;4;2,1942999.0000,2016-07-29,2016-07-29,69
2016,16-RR-MMR-21991,3,6,3,5;6;2,3570457.0000,2016-08-31,2016-09-02,67
2016,16-RR-LKA-20835,3,6,3,7;18;6;4;2;3,4320080.0000,2016-06-06,2016-06-10,89
2016,16-RR-FJI-18935,3,5,3,5;7;17;1;6;4;2;3,8022382.0000,2016-03-08,2016-03-14,37
2016,16-RR-PNG-20038,3,8,3,4;2,4736155.0000,2016-04-08,2016-04-14,75
2016,16-RR-JOR-21774,3,16,1,1;4,4308657.0000,2016-08-19,2016-08-24,51
2016,16-RR-JOR-23191,3,16,1,7;6;11;4;3,5068863.0000,2016-11-16,2016-12-16,51
2016,16-RR-IRQ-21399,3,22,5,7;6;11;4;3,15000602.0000,2016-07-18,2016-07-25,49
2016,16-RR-VNM-20550,3,8,3,5;17;1;4;3,3897864.0000,2016-05-19,2016-05-25,104
2016,16-RR-IRQ-23465,3,16,1,7;6;11;3,18353642.0000,2016-12-14,2016-12-23,49
2016,16-RR-TLS-21670,3,8,3,2,846703.0000,2016-08-08,2016-08-08,93
2016,16-RR-LAO-18817,3,13,3,5,328811.0000,2016-03-01,2016-03-01,54
2016,16-UF-YEM-21828,4,16,1,7;6;11;4;2;3,12988837.0000,2016-08-25,2016-09-02,105
2016,16-RR-YEM-22865,3,9,2,4;3,2000000.0000,2016-10-20,2016-10-20,105
2017,17-RR-YEM-26002,3,19,1,1;4;2;3,24953107.0000,2017-05-16,2017-05-19,105
2017,17-RR-YEM-26701,3,9,2,2,600000.0000,2017-08-01,2017-08-01,105
2017,17-RR-PSE-27078,3,19,1,4;13;3,4238419.0000,2017-08-26,2017-08-29,73
2017,17-RR-IRQ-25469,3,16,1,2,10000001.0000,2017-05-06,2017-05-06,49
2017,17-RR-MMR-23929,3,22,5,5;20;6;11;2;3,4359153.0000,2017-02-22,2017-02-23,67
2017,17-RR-MMR-26516,3,5,3,6;11;4,2167695.0000,2017-06-30,2017-07-06,67
2017,17-RR-VNM-28329,3,5,3,5;7;1;4,4213259.0000,2017-11-28,2017-11-28,104
2017,17-RR-PHL-26498,3,16,1,7;6;11;4;3,2477274.0000,2017-07-11,2017-07-17,78
2017,17-RR-LKA-26231,3,6,3,7;18;6;4;2;3,4021141.0000,2017-06-08,2017-06-13,89
2017,17-RR-LKA-24952,3,8,3,5;4;2,3175132.0000,2017-03-30,2017-03-30,89
2017,17-RR-NPL-27147,3,6,3,5;7;1;6;4;2,4787881.0000,2017-09-08,2017-09-12,69
2017,17-UF-AFG-27432,4,16,1,5;7;11;4;2;3,9996905.0000,2017-10-05,2017-10-20,1
2017,17-RR-PER-25327,3,6,3,5;7;1;6;4;3,5167962.0000,2017-04-22,2017-04-26,77
2017,17-UF-PRK-23994,4,27,6,5;6;4;2;3,5996745.0000,2017-03-03,2017-03-09,26
2017,17-RR-PRK-26770,3,8,3,5;6;4;2;3,6351013.0000,2017-08-11,2017-08-14,26
2017,17-RR-BGD-27808,3,16,1,7;6;11;4;2;3,12010342.0000,2017-10-10,2017-10-17,7
2017,17-RR-BGD-26523,3,6,3,1;6;4,1005783.0000,2017-07-07,2017-07-13,7
2017,17-RR-BGD-26267,3,5,3,7;6;11;4;2,1730610.0000,2017-06-15,2017-06-21,7
2017,17-RR-BGD-27264,3,16,1,7;6;11;4;2,7001735.0000,2017-09-18,2017-09-19,7
2017,17-RR-BGD-27174,3,6,3,1;6;4;2,2416384.0000,2017-09-08,2017-09-08,7
2017,17-RR-MNG-23749,3,7,3,5;1,1107613.0000,2017-01-17,2017-01-17,65
2017,17-RR-CUB-27383,3,5,3,5;1;6;4;2;3,7999469.0000,2017-09-28,2017-09-29,25
2017,17-RR-ATG-27500,3,5,3,7;17;1;6;4;2,2154461.0000,2017-10-04,2017-10-06,4
2017,17-RR-DMA-27733,3,5,3,5;7;1;6;4;2;3,3011838.0000,2017-10-10,2017-10-17,29
2017,17-UF-MLI-24179,4,19,1,5;7;6;11;4;12;2;3,6905824.0000,2017-03-17,2017-03-30,61
2017,17-UF-NGA-23979,4,16,1,5;7;6;11;4;2;3,21997157.0000,2017-02-22,2017-03-17,72
2017,17-RR-NGA-26745,3,16,1,7;1;6;4;2;3,9889471.0000,2017-08-03,2017-08-11,72
2017,17-UF-NER-24178,4,19,1,5;7;6;11;4;2;3,10058848.0000,2017-02-28,2017-03-17,71
2017,17-RR-SDN-25600,3,16,1,7;6;11;4;2;3,10469531.0000,2017-05-18,2017-06-01,80
2017,17-RR-SDN-26610,3,19,1,5;6;4;2;3,4987029.0000,2017-07-25,2017-08-01,80
2017,17-UF-SDN-27345,4,16,1,7;6;11;4;2;3,14169983.0000,2017-09-25,2017-10-20,80
2017,17-UF-LBY-24004,4,19,1,5;7;6;11;4;12;2;3,5997815.0000,2017-03-06,2017-03-30,58
2017,17-RR-LBY-28296,3,16,1,1,357812.0000,2017-11-13,2017-11-13,58
2017,17-RR-AGO-25949,3,16,1,7;1;6;11;4;2;3,10545508.0000,2017-06-05,2017-06-07,3
2017,17-UF-TCD-27880,4,16,1,5;6;11;4;2;3,10994963.0000,2017-10-26,2017-10-27,19
2017,17-RR-TCD-25560,3,16,1,5;6;11;4;2;3,3561841.0000,2017-05-05,2017-05-08,19
2017,17-RR-CAF-23779,3,16,1,2,6000028.0000,2017-01-27,2017-01-27,18
2017,17-UF-CAF-27399,4,16,1,5;7;6;11;4;2;3,9995626.0000,2017-10-06,2017-10-17,18
2017,17-RR-COG-26762,3,16,1,6;4;2;3,4371548.0000,2017-08-11,2017-08-14,79
2017,17-RR-COD-27367,3,16,1,6;11,2994242.0000,2017-09-29,2017-09-29,27
2017,17-RR-COD-27368,3,16,1,5;7;6;11;4;2,13958355.0000,2017-10-04,2017-10-04,27
2017,17-RR-COD-24044,3,16,1,5;6;4;2;3,9611948.0000,2017-02-22,2017-03-03,27
2017,17-UF-CMR-24089,4,16,1,5;7;6;11;4;2;3,10005413.0000,2017-03-08,2017-03-31,16
2017,17-UF-UGA-24077,4,16,1,5;7;17;1;6;11;4;2;3,14986704.0000,2017-03-10,2017-03-21,97
2017,17-RR-ZWE-25764,3,6,3,7;6;4,1585201.0000,2017-05-03,2017-05-09,107
2017,17-RR-SSD-25251,3,16,1,5;7;6;4;2;3,15524589.0000,2017-04-22,2017-05-01,88
2017,17-RR-KEN-25022,3,8,3,5;6;4;2;3,10329268.0000,2017-04-06,2017-04-11,52
2017,17-RR-SOM-25392,3,8,3,7;6;11;4;2;3,15033541.0000,2017-04-21,2017-05-03,87
2017,17-UF-SOM-23817,4,8,3,5;7;6;11;4;2;3,17959294.0000,2017-02-10,2017-02-22,87
2017,17-RR-MOZ-24650,3,5,3,5;7;6;4;2;3,2000095.0000,2017-03-17,2017-03-30,66
2017,17-UF-MDG-23913,4,8,3,5;1;6;4;2;3,5960822.0000,2017-03-03,2017-03-07,59
2017,17-RR-MDG-25219,3,5,3,5;7;6;4;2;3,4999601.0000,2017-04-11,2017-04-12,59
2017,17-RR-BDI-23809,3,8,3,5;7;2,3500011.0000,2017-02-06,2017-02-06,14
2017,17-RR-ETH-27005,3,8,3,2,10000000.0000,2017-08-21,2017-08-21,36
2017,17-RR-ETH-23877,3,8,3,5;4;2,18512690.0000,2017-02-17,2017-02-18,36
2018,18-UF-BDI-31878,4,16,1,5;7;6;11;4;2,4999296.0000,2018-09-21,2018-10-02,14
2018,18-RR-BDI-29151,3,16,1,6;11;4;2,2350572.0000,2018-03-12,2018-03-16,14
2018,18-RR-DJI-30969,3,5,3,7;4;3,1196791.0000,2018-06-21,2018-06-24,28
2018,18-RR-ETH-31283,3,16,1,11;4;2;3,15014257.0000,2018-07-13,2018-07-16,36
2018,18-RR-ETH-30739,3,6,3,7,5343942.0000,2018-06-18,2018-06-18,36
2018,18-RR-ETH-28650,3,16,1,7;4,9930695.0000,2018-03-23,2018-04-02,36
2018,18-UF-ERI-28520,4,8,3,5;1;6;11;4;3,4994295.0000,2018-02-19,2018-03-12,35
2018,18-RR-SOM-28714,3,8,3,5;7;6;4;2;3,12135443.0000,2018-04-06,2018-04-12,87
2018,18-RR-SOM-30443,3,6,3,11;4;2;3,5133588.0000,2018-05-18,2018-05-22,87
2018,18-RR-KEN-30594,3,6,3,7;6;4;3,4945502.0000,2018-06-04,2018-06-06,52
2018,18-RR-MDG-33194,3,12,2,7;4;3,1000000.0000,2018-11-16,2018-11-16,59
2018,18-UF-RWA-31913,4,16,1,6;11;2,3000067.0000,2018-09-25,2018-09-25,81
2018,18-RR-ZMB-28517,3,16,1,7;6;11;4;2;3,6559772.0000,2018-01-29,2018-02-01,106
2018,18-UF-TZA-28525,4,16,1,7;6;11;4;2,9995458.0000,2018-02-28,2018-03-06,99
2018,18-RR-ZWE-32288,3,9,2,4;2;3,3099371.0000,2018-10-04,2018-10-08,107
2018,18-UF-CMR-28518,4,16,1,5;7;17;6;11;4;2;3,9884487.0000,2018-03-14,2018-03-23,16
2018,18-RR-CMR-31414,3,16,1,5;7;17;1;6;11;4;2;3,5096994.0000,2018-08-28,2018-08-31,16
2018,18-UF-UGA-28526,4,16,1,5;7;17;1;6;11;4;2;3,16988192.0000,2018-03-15,2018-03-23,97
2018,18-RR-UGA-28663,3,16,1,7;6;11;4;2;3,6098619.0000,2018-02-15,2018-02-15,97
2018,18-UF-COG-31951,4,16,1,5;1;6;11;4;2;3,3976882.0000,2018-10-02,2018-10-10,79
2018,18-RR-COD-33492,3,16,1,7;6;11;4;2;3,9823584.0000,2018-12-21,2019-01-15,27
2018,18-RR-COD-31591,3,30,2,4;2;3,2808736.0000,2018-08-13,2018-08-23,27
2018,18-UF-COD-28519,4,16,1,5;7;6;11;4;12;2;3,27840104.0000,2018-03-12,2018-03-23,27
2018,18-RR-COD-28606,3,16,1,5;7;6;4;2;3,19981998.0000,2018-02-02,2018-04-09,27
2018,18-RR-COD-30550,3,30,2,4;2;3,1995504.0000,2018-05-24,2018-05-25,27
2018,18-UF-AGO-31870,4,16,1,6;11;2,2000950.0000,2018-09-13,2018-09-18,3
2018,18-UF-CAF-31872,4,16,1,5;7;6;11;4;2;3,9932158.0000,2018-09-18,2018-10-09,18
2018,18-RR-LBY-32227,3,10,2,4,2500000.0000,2018-10-04,2018-10-04,58
2018,18-UF-LBY-32468,4,16,1,5;7;6;11;4;12;2;3,8105330.0000,2018-10-11,2018-10-23,58
2018,18-RR-LBY-30399,3,16,1,2,1153061.0000,2018-05-02,2018-05-02,58
2018,18-RR-TCD-30657,3,8,3,5;4;2,10216729.0000,2018-06-04,2018-06-04,19
2018,18-RR-TCD-29154,3,16,1,5;6;11;4;2;3,6765609.0000,2018-03-20,2018-03-20,19
2018,18-UF-SDN-32210,4,19,1,5;7;11;4;2;3,19997876.0000,2018-10-04,2018-10-15,80
2018,18-RR-NER-32834,3,9,2,4;2;3,2274186.0000,2018-10-22,2018-10-23,71
2018,18-RR-NER-31416,3,16,1,5;7;6;11;4;2,7112721.0000,2018-07-31,2018-10-11,71
2018,18-RR-NGA-30426,3,12,2,3,655049.0000,2018-05-10,2018-05-10,72
2018,18-RR-NGA-32765,3,9,2,4;3,2252605.0000,2018-10-31,2018-11-01,72
2018,18-RR-NGA-33345,3,6,3,7;6;4;3,3959223.0000,2018-12-10,2018-12-21,72
2018,18-RR-LSO-33695,3,8,3,5;7;6;4;2;3,5550533.0000,2019-01-11,2019-01-18,56
2018,18-RR-BFA-30726,3,8,3,5;4;2,9015030.0000,2018-06-05,2018-06-06,13
2018,18-UF-MLI-28522,4,16,1,5;7;4;2,7999800.0000,2018-02-28,2018-03-12,61
2018,18-RR-MLI-30933,3,8,3,5;4;2;3,6997663.0000,2018-06-19,2018-06-24,61
2018,18-RR-MRT-28922,3,8,3,5;4;2,3975873.0000,2018-03-20,2018-03-28,63
2018,18-RR-HTI-33497,3,1,3,7;6;4,3157660.0000,2018-12-20,2018-12-24,45
2018,18-UF-HTI-28521,4,27,6,5;7;6;4;2;3,8985177.0000,2018-03-15,2018-03-23,45
2018,18-RR-COL-30738,3,16,1,5;7;17;6;4;2;3,5929493.0000,2018-06-29,2018-07-10,22
2018,18-RR-IND-31935,3,6,3,5;1;4;3,4979186.0000,2018-09-14,2018-09-19,47
2018,18-UF-PRK-32725,4,27,6,5;4;2;3,10003768.0000,2018-10-22,2018-10-23,26
2018,18-UF-BGD-31909,4,16,1,7;17;6;11;4;2;3,18002515.0000,2018-09-25,2018-10-08,7
2018,18-RR-VZR-30453,3,16,1,7;11,6203340.0000,2018-05-24,2018-05-25,103
2018,18-RR-PER-32095,3,16,1,7;6;4;3,1975196.0000,2018-09-28,2018-10-04,77
2018,18-RR-BRA-32278,3,16,1,7;17;6;4,1502535.0000,2018-10-04,2018-10-04,12
2018,18-RR-ECU-32097,3,16,1,17;6;4;2;3,1499915.0000,2018-09-28,2018-10-03,32
2018,18-RR-VEN-33275,3,19,1,7;6;11;4;3,9202761.0000,2018-11-15,2018-11-21,102
2018,18-RR-GTM-30994,3,2,3,7;11;4;2;3,1559967.0000,2018-07-02,2018-07-07,42
2018,18-RR-AFG-31254,3,8,3,5;4;2;3,11937469.0000,2018-08-13,2018-08-13,1
2018,18-UF-PAK-28523,4,19,1,5;1;4;2;3,7993805.0000,2018-03-09,2018-03-23,74
2018,18-UF-PHL-28524,4,16,1,5;1;6;11;4;2;3,5031703.0000,2018-03-06,2018-03-20,78
2018,18-RR-MMR-31712,3,6,3,5;7;6;4;2;3,2959446.0000,2018-08-30,2018-09-07,67
