Year,ApplicationCode,EmergencyGroupID,EmergencyTypeID,Budget,WindowID,FirstProjectApprovedDate,LastProjectApprovedDate,CountryID
2012,12-RR-COG-3575,5,34,6997499.0,3,2012-04-23,2012-04-27,79
2012,12-RR-COL-3070,3,6,1093884.0,3,2012-11-02,2012-11-02,22
2012,12-RR-COM-3158,3,6,2522639.0,3,2012-05-09,2012-05-11,23
2012,12-RR-CUB-4468,3,5,5522753.0,3,2012-11-12,2012-11-15,25
2012,12-RR-ERI-5032,3,8,3291599.0,3,2012-12-19,2012-12-19,35
2012,12-RR-ETH-13377,2,12,2949770.0,3,2012-03-29,2012-03-29,36
2012,12-RR-ETH-5364,1,16,1122564.0,3,2012-03-22,2012-03-22,36
2012,12-RR-GHA-5570,2,9,312440.0,3,2012-08-14,2012-08-14,40
2012,12-RR-GIN-5737,2,9,1126380.0,3,2012-04-23,2012-04-25,43
2012,12-RR-GMB-5487,3,8,4834117.0,3,2012-03-26,2012-03-26,38
2012,12-RR-GTM-5648,3,1,1654130.0,3,2012-12-03,2012-12-13,42
2012,12-RR-HTI-5933,3,5,3947974.0,3,2012-11-26,2012-12-07,45
2012,12-RR-IRQ-6087,1,16,2567704.0,3,2012-10-16,2012-10-16,49
2012,12-RR-JOR-6182,1,16,3994809.0,3,2012-05-18,2012-05-25,51
2012,12-RR-KEN-6476,3,8,2000830.0,3,2012-05-04,2012-05-07,52
2012,12-RR-LBN-6988,1,16,2978910.0,3,2012-05-30,2012-06-04,55
2012,12-RR-LSO-6596,3,8,6220011.0,3,2012-08-14,2012-08-16,56
2012,12-RR-MLI-13480,1,16,1000000.0,3,2012-02-24,2012-02-24,61
2012,12-RR-MLI-7134,3,8,6057932.0,3,2012-03-06,2012-03-09,61
2012,12-RR-MLI-7155,1,16,6572185.0,3,2012-06-15,2012-07-10,61
2012,12-RR-MLI-7220,1,16,324230.0,3,2012-07-20,2012-07-20,61
2012,12-RR-MMR-7984,1,16,1550054.0,3,2012-01-20,2012-01-23,67
2012,12-RR-MMR-8005,1,16,4981425.0,3,2012-04-20,2012-04-20,67
2012,12-RR-MMR-8026,1,16,4858026.0,3,2012-08-07,2012-08-09,67
2012,12-RR-MMR-8069,1,16,5262062.0,3,2012-11-16,2012-11-21,67
2012,12-RR-MRT-13512,3,13,751993.0,3,2012-11-29,2012-11-29,63
2012,12-RR-MRT-7425,1,16,5490696.0,3,2012-03-23,2012-04-13,63
2012,12-RR-MRT-7477,2,12,722992.0,3,2012-12-03,2012-12-05,63
2012,12-RR-NER-13557,1,16,4937917.0,3,2012-04-18,2012-04-20,71
2012,12-RR-NER-13582,3,6,2638911.0,3,2012-09-26,2012-10-01,71
2012,12-RR-NER-8564,3,8,15933118.0,3,2012-04-20,2012-04-20,71
2012,12-RR-NER-8584,2,9,1099770.0,3,2012-08-31,2012-09-04,71
2012,12-RR-PAK-9101,1,16,11970485.0,3,2012-03-21,2012-03-26,74
2012,12-RR-PAK-9149,3,6,9920625.0,3,2012-10-16,2012-10-23,74
2012,12-RR-PER-9554,3,6,2221613.0,3,2012-05-01,2012-05-01,77
2012,12-RR-PRK-6778,3,6,1955140.0,3,2012-08-16,2012-08-21,26
2012,12-RR-PRY-9499,3,6,2577014.0,3,2012-07-19,2012-07-19,76
2012,12-RR-RWA-10469,1,16,3077082.0,3,2012-06-04,2012-06-08,81
2012,12-RR-SDN-10273,1,16,2705784.0,3,2012-02-28,2012-02-28,80
2012,12-RR-SDN-10281,1,16,882075.0,3,2012-05-30,2012-05-30,80
2012,12-RR-SDN-10334,2,12,2576108.0,3,2012-11-20,2012-11-20,80
2012,12-RR-SDN-13778,2,12,1615578.0,3,2012-03-02,2012-03-02,80
2012,12-RR-SEN-10569,3,8,6932070.0,3,2012-03-26,2012-04-05,83
2012,12-RR-SLE-10610,2,9,2461235.0,3,2012-08-14,2012-08-14,85
2012,12-RR-SSD-10923,1,16,20027456.0,3,2012-07-16,2012-07-17,88
2012,12-RR-SYR-11422,1,16,13813421.0,3,2012-04-18,2012-05-14,91
2012,12-RR-SYR-11494,1,16,9701592.0,3,2012-07-25,2012-07-26,91
2012,12-RR-SYR-13908,1,16,5978090.0,3,2012-08-29,2012-09-13,91
2012,12-RR-TCD-2518,3,6,3122132.0,3,2012-10-23,2012-10-25,19
2012,12-RR-TCD-2550,3,13,748007.0,3,2012-11-29,2012-11-29,19
2012,12-RR-TGO-11829,1,16,1009821.0,3,2012-11-29,2012-12-06,94
2012,12-RR-TUR-11902,1,16,2086822.0,3,2012-05-07,2012-05-07,96
2012,12-RR-UGA-11950,1,16,6887544.0,3,2012-06-28,2012-07-10,97
2012,12-RR-YEM-12317,2,10,4985101.0,3,2012-03-22,2012-03-23,105
2012,12-RR-YEM-12331,1,16,8503075.0,3,2012-08-03,2012-08-13,105
2012,12-RR-YEM-13968,1,16,9972260.0,3,2012-04-11,2012-04-20,105
2012,12-RR-ZWE-12735,3,8,2006304.0,3,2012-11-15,2012-11-15,107
2012,12-UF-AFG-97,1,19,9995396.0,4,2012-09-12,2012-09-26,1
2012,12-UF-CAF-1487,1,16,5997499.0,4,2012-03-07,2012-04-02,18
2012,12-UF-CIV-4355,1,16,7958195.0,4,2012-03-23,2012-04-04,24
2012,12-UF-CMR-958,1,16,1997430.0,4,2012-08-31,2012-09-05,16
2012,12-UF-COD-4017,1,16,11770546.0,4,2012-09-19,2012-09-28,27
2012,12-UF-COG-3519,1,16,3920678.0,4,2012-03-26,2012-04-05,79
2012,12-UF-COL-3024,1,16,2990259.0,4,2012-09-25,2012-10-01,22
2012,12-UF-DJI-4677,3,8,4019325.0,4,2012-03-12,2012-04-03,28
2012,12-UF-ERI-5011,3,8,3998941.0,4,2012-03-08,2012-03-26,35
2012,12-UF-ETH-5377,1,16,3912447.0,4,2012-08-14,2012-09-25,36
2012,12-UF-ETH-5377,3,8,6000000.0,4,2012-08-14,2012-09-25,36
2012,12-UF-HTI-5897,3,1,7949515.0,4,2012-03-13,2012-03-21,45
2012,12-UF-LKA-11265,1,16,1994899.0,4,2012-08-21,2012-09-04,89
2012,12-UF-MDG-13170,3,5,1999893.0,4,2012-09-05,2012-09-19,59
2012,12-UF-NPL-8290,3,8,4997385.0,4,2012-03-27,2012-04-03,69
2012,12-UF-PAK-9030,1,16,14845730.0,4,2012-03-15,2012-03-26,74
2012,12-UF-PHL-9786,1,16,3955432.0,4,2012-03-06,2012-03-16,78
2012,12-UF-PRK-6752,6,27,10965527.0,4,2012-02-24,2012-02-29,26
2012,12-UF-SDN-10288,1,16,13994482.0,4,2012-09-12,2012-09-26,80
2012,12-UF-SSD-10880,1,16,20016635.0,4,2012-02-24,2012-02-27,88
2012,12-UF-SYR-11401,1,16,6983629.0,4,2012-03-01,2012-03-28,91
2012,12-UF-TCD-2421,1,16,7931609.0,4,2012-03-12,2012-03-30,19
2012,13-RR-LBN-13458,1,16,1000000.0,3,2012-12-24,2012-12-24,55
2012,13-RR-MWI-7067,3,8,3219663.0,3,2012-12-21,2012-12-28,60
2012,13-RR-PHL-9821,3,6,9958731.0,3,2012-12-18,2012-12-24,78
2012,13-RR-PSE-9440,1,19,6687676.0,3,2012-12-24,2012-12-31,73
2013,13-RR-BDI-827,1,16,3479171.0,3,2013-09-09,2013-09-16,14
2013,13-RR-BOL-548,3,8,2464176.0,3,2013-10-25,2013-10-29,10
2013,13-RR-CAF-1586,1,16,7133080.0,3,2013-05-03,2013-05-16,18
2013,13-RR-CAF-1664,1,16,8750712.0,3,2013-12-24,2013-12-31,18
2013,13-RR-CMR-989,2,12,1200078.0,3,2013-07-10,2013-07-10,16
2013,13-RR-CMR-996,1,16,2988794.0,3,2013-08-15,2013-08-15,16
2013,13-RR-COD-13325,2,10,4000071.0,3,2013-06-13,2013-06-13,27
2013,13-RR-COD-4074,1,16,8057273.0,3,2013-05-28,2013-06-05,27
2013,13-RR-COG-3656,2,9,751772.0,3,2013-04-17,2013-04-17,79
2013,13-RR-ETH-13388,1,16,1507993.0,3,2013-12-03,2013-12-03,36
2013,13-RR-ETH-5441,2,12,1255769.0,3,2013-06-05,2013-06-05,36
2013,13-RR-ETH-5448,1,16,4209143.0,3,2013-10-09,2013-10-10,36
2013,13-RR-GIN-13395,1,16,1141170.0,3,2013-10-14,2013-10-14,43
2013,13-RR-GIN-5747,3,6,1097986.0,3,2013-10-14,2013-10-14,43
2013,13-RR-GNB-5776,3,8,3166825.0,3,2013-08-26,2013-08-29,44
2013,13-RR-IRQ-6109,1,16,9999143.0,3,2013-09-12,2013-09-13,49
2013,13-RR-JOR-6217,1,16,9800000.0,3,2013-04-29,2013-05-01,51
2013,13-RR-JOR-6231,1,16,4954548.0,3,2013-09-24,2013-09-26,51
2013,13-RR-KEN-6486,2,12,1532872.0,3,2013-07-02,2013-07-08,52
2013,13-RR-KEN-6500,3,13,1506314.0,3,2013-11-04,2013-11-04,52
2013,13-RR-LAO-6952,2,12,753504.0,3,2013-08-14,2013-08-14,54
2013,13-RR-LBN-6512,1,16,15019380.0,3,2013-09-19,2013-09-26,55
2013,13-RR-LBN-7028,1,16,1012137.0,3,2013-01-23,2013-01-23,55
2013,13-RR-LBN-7055,1,16,1500001.0,3,2013-09-06,2013-09-06,55
2013,13-RR-MDG-13206,3,13,5000000.0,3,2013-08-01,2013-08-01,59
2013,13-RR-MHL-7314,3,8,1000000.0,3,2013-06-13,2013-06-13,62
2013,13-RR-MLI-13492,1,16,1610017.0,3,2013-02-20,2013-02-20,61
2013,13-RR-MLI-7226,1,16,16273966.0,3,2013-03-18,2013-04-03,61
2013,13-RR-MMR-8105,1,16,4999616.0,3,2013-04-22,2013-04-24,67
2013,13-RR-MOZ-7686,3,6,5133300.0,3,2013-02-04,2013-02-07,66
2013,13-RR-MOZ-7729,3,6,709038.0,3,2013-03-22,2013-03-22,66
2013,13-RR-MRT-7487,1,16,4470372.0,3,2013-02-26,2013-03-01,63
2013,13-RR-MWI-7099,3,8,8049782.0,3,2013-11-04,2013-11-05,60
2013,13-RR-NER-13607,1,16,1838229.0,3,2013-07-24,2013-07-24,71
2013,13-RR-NER-8595,2,9,1571207.0,3,2013-07-15,2013-07-15,71
2013,13-RR-NER-8647,3,6,3000002.0,3,2013-10-23,2013-10-23,71
2013,13-RR-NGA-8695,3,6,6431433.0,3,2013-01-15,2013-01-21,72
2013,13-RR-PAK-9228,1,16,3888565.0,3,2013-05-13,2013-05-24,74
2013,13-RR-PHL-13690,3,1,4997324.0,3,2013-10-31,2013-11-13,78
2013,13-RR-PHL-9931,1,16,3015540.0,3,2013-10-01,2013-10-07,78
2013,13-RR-PHL-9970,3,5,25284204.0,3,2013-11-15,2013-11-18,78
2013,13-RR-PRK-6842,3,6,2102708.0,3,2013-09-10,2013-09-13,26
2013,13-RR-PSE-9440,1,19,1533266.0,3,2012-12-24,2013-01-17,73
2013,13-RR-PSE-9493,1,19,3000000.0,3,2013-09-03,2013-09-03,73
2013,13-RR-RWA-10486,1,16,3152423.0,3,2013-06-11,2013-06-14,81
2013,13-RR-RWA-10504,1,16,2392374.0,3,2013-11-05,2013-11-12,81
2013,13-RR-SDN-10399,1,16,15022779.0,3,2013-04-25,2013-04-29,80
2013,13-RR-SDN-10421,1,16,1937900.0,3,2013-08-16,2013-08-16,80
2013,13-RR-SDN-10432,3,6,5537051.0,3,2013-09-26,2013-10-18,80
2013,13-RR-SDN-13785,1,16,8027628.0,3,2013-08-15,2013-08-21,80
2013,13-RR-SEN-10591,3,8,3038387.0,3,2013-05-21,2013-05-28,83
2013,13-RR-SOM-10789,2,12,1415815.0,3,2013-08-13,2013-08-13,87
2013,13-RR-SSD-10968,1,16,5533318.0,3,2013-05-30,2013-06-03,88
2013,13-RR-SSD-10978,1,16,6053561.0,3,2013-08-07,2013-08-07,88
2013,13-RR-SYR-11542,1,16,20433455.0,3,2013-04-03,2013-04-12,91
2013,13-RR-SYR-11636,1,16,19970354.0,3,2013-10-01,2013-10-09,91
2013,13-RR-TCD-13309,1,16,749152.0,3,2013-04-19,2013-04-23,19
2013,13-RR-TCD-2561,1,16,4132666.0,3,2013-04-09,2013-04-12,19
2013,13-RR-UGA-12011,1,16,4974413.0,3,2013-08-29,2013-09-13,97
2013,13-RR-YEM-12496,2,12,2000492.0,3,2013-08-02,2013-08-02,105
2013,13-RR-ZWE-12751,3,8,1967415.0,3,2013-11-18,2013-11-18,107
2013,13-UF-AFG-127,1,19,16574042.0,4,2013-02-28,2013-03-27,1
2013,13-UF-BDI-793,1,16,2970162.0,4,2013-01-16,2013-01-21,14
2013,13-UF-BGD-356,1,16,2000642.0,4,2013-09-10,2013-09-10,7
2013,13-UF-COL-3098,1,16,3493954.0,4,2013-09-19,2013-10-08,22
2013,13-UF-DJI-4708,1,16,300894.0,4,2013-02-26,2013-03-28,28
2013,13-UF-DJI-4708,3,8,3011843.0,4,2013-02-26,2013-03-28,28
2013,13-UF-DJI-4747,6,27,1358697.0,4,2013-09-27,2013-10-11,28
2013,13-UF-DJI-4747,3,8,1635584.0,4,2013-09-27,2013-10-11,28
2013,13-UF-DZA-185,1,16,2984040.0,4,2013-03-19,2013-03-20,2
2013,13-UF-ERI-5043,5,34,3055305.0,4,2013-02-28,2013-03-13,35
2013,13-UF-ETH-5402,1,16,17000030.0,4,2013-02-28,2013-03-28,36
2013,13-UF-HTI-5964,1,16,5985036.0,4,2013-03-08,2013-03-20,45
2013,13-UF-HTI-5999,2,9,1495064.0,4,2013-09-05,2013-09-13,45
2013,13-UF-LBR-13022,1,16,2991937.0,4,2013-02-26,2013-03-06,57
2013,13-UF-MDG-13212,3,5,3003483.0,4,2013-09-19,2013-09-25,59
2013,13-UF-MMR-8127,1,16,2999832.0,4,2013-09-20,2013-09-27,67
2013,13-UF-MRT-7539,6,27,4008632.0,4,2013-09-17,2013-10-02,63
2013,13-UF-NER-8606,1,16,387973.0,4,2013-09-27,2013-10-16,71
2013,13-UF-NER-8606,6,27,7503763.0,4,2013-09-27,2013-10-16,71
2013,13-UF-PAK-9302,1,16,10001780.0,4,2013-09-04,2013-10-02,74
2013,13-UF-PHL-9884,1,16,2998998.0,4,2013-09-19,2013-10-02,78
2013,13-UF-PRK-6796,6,27,7001300.0,4,2013-02-15,2013-03-13,26
2013,13-UF-PRK-6818,6,27,5995379.0,4,2013-08-16,2013-08-26,26
2013,13-UF-SDN-10340,1,16,16922090.0,4,2013-03-07,2013-03-28,80
2013,13-UF-SOM-10804,1,19,19787197.0,4,2013-09-17,2013-10-08,87
2013,13-UF-TCD-2588,1,16,8205856.0,4,2013-09-25,2013-10-25,19
2013,13-UF-UGA-11980,1,16,3999807.0,4,2013-03-05,2013-03-15,97
2013,13-UF-YEM-12388,1,16,16800822.0,4,2013-03-08,2013-03-28,105
2014,13-RR-CAF-1664,1,16,1061358.0,3,2013-12-24,2014-01-02,18
2014,14-RR-AFG-11271,1,16,3991021.0,3,2014-09-22,2014-09-24,1
2014,14-RR-BDI-8433,3,6,1978455.0,3,2014-03-28,2014-04-08,14
2014,14-RR-BIH-10185,3,6,2032306.0,3,2014-05-28,2014-05-28,11
2014,14-RR-BOL-8463,3,6,3175302.0,3,2014-03-19,2014-03-24,10
2014,14-RR-CAF-12621,1,16,14264013.0,3,2014-12-22,2014-12-31,18
2014,14-RR-CAF-8065,1,16,9812697.0,3,2014-02-26,2014-03-06,18
2014,14-RR-CMR-12536,1,16,9791875.0,3,2014-12-19,2014-12-31,16
2014,14-RR-CMR-8721,1,16,4017795.0,3,2014-04-04,2014-04-24,16
2014,14-RR-COD-11172,2,30,1955395.0,3,2014-10-02,2014-10-02,27
2014,14-RR-COD-12209,1,16,5000917.0,3,2014-11-28,2014-12-09,27
2014,14-RR-COG-12704,1,16,1784000.0,3,2014-12-24,2014-12-31,79
2014,14-RR-COG-8357,1,16,1976848.0,3,2014-04-17,2014-04-29,79
2014,14-RR-ETH-12215,1,16,14999770.0,3,2014-11-11,2014-11-11,36
2014,14-RR-ETH-8066,1,16,5982930.0,3,2014-03-04,2014-03-06,36
2014,14-RR-GIN-10925,2,30,1265381.0,3,2014-08-27,2014-08-27,43
2014,14-RR-GIN-11121,2,30,4610983.0,3,2014-09-24,2014-10-01,43
2014,14-RR-GIN-7855,2,10,1023266.0,3,2014-02-26,2014-02-26,43
2014,14-RR-GIN-9024,2,30,1455120.0,3,2014-04-23,2014-04-25,43
2014,14-RR-GTM-12565,3,8,2942308.0,3,2014-12-17,2014-12-18,42
2014,14-RR-GTM-9716,2,12,2503311.0,3,2014-05-29,2014-05-29,42
2014,14-RR-HND-12117,3,8,2600021.0,3,2014-11-07,2014-11-11,46
2014,14-RR-HTI-9285,2,9,2668206.0,3,2014-05-06,2014-05-06,45
2014,14-RR-IRQ-10125,2,12,2000000.0,3,2014-06-02,2014-06-02,49
2014,14-RR-IRQ-10498,1,16,3930931.0,3,2014-07-14,2014-07-21,49
2014,14-RR-IRQ-12512,1,16,14871397.0,3,2014-12-12,2014-12-15,49
2014,14-RR-IRQ-7815,1,16,4873130.0,3,2014-02-11,2014-02-13,49
2014,14-RR-KEN-12305,1,16,9006478.0,3,2014-11-18,2014-11-25,52
2014,14-RR-KEN-7911,1,16,4628600.0,3,2014-02-20,2014-02-27,52
2014,14-RR-LBR-10616,2,30,617535.0,3,2014-07-14,2014-07-14,57
2014,14-RR-LBR-10920,2,30,1289524.0,3,2014-08-27,2014-08-27,57
2014,14-RR-LBY-12884,1,16,3370496.0,3,2014-12-30,2014-12-31,58
2014,14-RR-LKA-10416,3,8,2052680.0,3,2014-07-10,2014-07-18,89
2014,14-RR-NER-10473,1,16,5181281.0,3,2014-07-14,2014-07-15,71
2014,14-RR-NGA-10929,2,30,1458309.0,3,2014-09-05,2014-09-08,72
2014,14-RR-NPL-11343,3,6,1870201.0,3,2014-10-03,2014-10-08,69
2014,14-RR-PAK-10571,1,16,4907639.0,3,2014-07-18,2014-07-23,74
2014,14-RR-PRY-10596,3,6,2817063.0,3,2014-07-16,2014-07-24,76
2014,14-RR-PSE-10905,1,19,10825145.0,3,2014-09-05,2014-09-18,73
2014,14-RR-SDN-11860,1,16,878241.0,3,2014-12-02,2014-12-09,80
2014,14-RR-SDN-11860,5,22,7006561.0,3,2014-12-02,2014-12-09,80
2014,14-RR-SDN-12392,1,16,8833751.0,3,2014-11-28,2014-12-19,80
2014,14-RR-SDN-9003,1,16,6513561.0,3,2014-04-07,2014-04-14,80
2014,14-RR-SLB-9647,3,6,1776123.0,3,2014-05-19,2014-05-22,86
2014,14-RR-SLE-10371,2,12,234856.0,3,2014-06-18,2014-06-18,85
2014,14-RR-SLE-11046,2,30,1263228.0,3,2014-09-03,2014-09-03,85
2014,14-RR-SLE-11186,2,30,2999515.0,3,2014-09-23,2014-09-23,85
2014,14-RR-SOM-10553,2,10,1450242.0,3,2014-07-10,2014-07-10,87
2014,14-RR-SRB-10192,3,6,2164278.0,3,2014-06-04,2014-06-23,84
2014,14-RR-SSD-10426,2,9,3498910.0,3,2014-06-20,2014-06-20,88
2014,14-RR-SSD-12481,1,16,19924302.0,3,2014-12-02,2014-12-24,88
2014,14-RR-SSD-7758,1,16,15314820.0,3,2014-01-17,2014-02-03,88
2014,14-RR-SSD-8866,1,16,14933150.0,3,2014-04-04,2014-04-08,88
2014,14-RR-TCD-10438,1,16,3501682.0,3,2014-06-25,2014-07-18,19
2014,14-RR-TCD-12318,1,16,4960461.0,3,2014-12-04,2014-12-17,19
2014,14-RR-TCD-7866,1,16,4228719.0,3,2014-02-20,2014-02-20,19
2014,14-RR-UGA-12430,1,16,5007893.0,3,2014-12-09,2014-12-15,97
2014,14-RR-UGA-7828,1,16,6911547.0,3,2014-02-12,2014-02-13,97
2014,14-RR-UKR-11242,1,16,3975226.0,3,2014-09-26,2014-10-03,98
2014,14-RR-ZWE-10137,3,6,773181.0,3,2014-05-28,2014-05-28,107
2014,14-UFE-BFA-10955,3,8,3929038.0,4,2014-09-23,2014-10-20,13
2014,14-UFE-CMR-10959,6,27,4204424.0,4,2014-09-24,2014-10-14,16
2014,14-UFE-CMR-10959,3,8,304281.0,4,2014-09-24,2014-10-14,16
2014,14-UFE-COL-8498,1,16,1657264.0,4,2014-04-07,2014-04-17,22
2014,14-UFE-COL-8498,5,22,2848645.0,4,2014-04-07,2014-04-17,22
2014,14-UFE-DJI-8325,1,16,700229.0,4,2014-03-26,2014-04-09,28
2014,14-UFE-DJI-8325,2,12,696326.0,4,2014-03-26,2014-04-09,28
2014,14-UFE-DJI-8325,3,8,2600955.0,4,2014-03-26,2014-04-09,28
2014,14-UFE-ERI-11055,6,27,2039252.0,4,2014-09-24,2014-10-16,35
2014,14-UFE-ERI-11055,3,13,449999.0,4,2014-09-24,2014-10-16,35
2014,14-UFE-ETH-11051,1,16,3646509.0,4,2014-09-29,2014-10-16,36
2014,14-UFE-ETH-11051,6,27,2149673.0,4,2014-09-29,2014-10-16,36
2014,14-UFE-ETH-11051,3,8,5797438.0,4,2014-09-29,2014-10-16,36
2014,14-UFE-GMB-10978,6,27,2474424.0,4,2014-09-24,2014-10-16,38
2014,14-UFE-HTI-7984,2,9,6205232.0,4,2014-03-19,2014-03-24,45
2014,14-UFE-KEN-11048,6,27,10005413.0,4,2014-09-30,2014-10-14,52
2014,14-UFE-MLI-8366,1,16,1958025.0,4,2014-04-02,2014-04-16,61
2014,14-UFE-MLI-8366,1,19,7271385.0,4,2014-04-02,2014-04-16,61
2014,14-UFE-MLI-8366,6,27,1963867.0,4,2014-04-02,2014-04-16,61
2014,14-UFE-MLI-8366,5,22,250087.0,4,2014-04-02,2014-04-16,61
2014,14-UFE-MMR-8136,5,22,5532908.0,4,2014-03-04,2014-04-08,67
2014,14-UFE-MRT-11016,1,16,1054659.0,4,2014-10-20,2014-10-21,63
2014,14-UFE-MRT-11016,6,27,2409817.0,4,2014-10-20,2014-10-21,63
2014,14-UFE-NER-10987,6,27,7962500.0,4,2014-09-29,2014-10-13,71
2014,14-UFE-NGA-11105,1,16,3546645.0,4,2014-10-16,2014-10-20,72
2014,14-UFE-PAK-8291,1,16,9470276.0,4,2014-03-21,2014-04-08,74
2014,14-UFE-PRK-8133,6,27,6497013.0,4,2014-03-10,2014-03-31,26
2014,14-UFE-SDN-8403,1,16,1248523.0,4,2014-04-04,2014-04-15,80
2014,14-UFE-SDN-8403,1,19,1025999.0,4,2014-04-04,2014-04-15,80
2014,14-UFE-SDN-8403,6,27,17712328.0,4,2014-04-04,2014-04-15,80
2014,14-UFE-SEN-10941,3,8,4500298.0,4,2014-09-18,2014-09-22,83
2014,14-UFE-SOM-11113,1,16,200090.0,4,2014-09-26,2014-10-09,87
2014,14-UFE-SOM-11113,6,27,19793667.0,4,2014-09-26,2014-10-09,87
2014,14-UFE-TCD-8129,1,19,10030941.0,4,2014-03-20,2014-04-10,19
2014,14-UFE-UGA-8306,1,16,3069062.0,4,2014-03-17,2014-04-10,97
2014,14-UFE-UGA-8306,3,8,950248.0,4,2014-03-17,2014-04-10,97
2014,14-UFE-YEM-8206,1,16,3255420.0,4,2014-03-24,2014-04-17,105
2014,14-UFE-YEM-8206,1,19,8475802.0,4,2014-03-24,2014-04-17,105
2014,14-UFE-YEM-8206,5,22,2166611.0,4,2014-03-24,2014-04-17,105
2015,14-RR-LBY-12884,1,16,1491012.0,3,2014-12-30,2015-01-02,58
2015,15-RR-AFG-17675,1,19,5802858.0,3,2015-12-17,2015-12-23,1
2015,15-RR-CAF-17599,1,16,11556590.0,3,2015-11-27,2015-12-17,18
2015,15-RR-CHL-14696,3,6,777854.0,3,2015-05-08,2015-05-13,20
2015,15-RR-CMR-14196,1,16,7066174.0,3,2015-04-24,2015-05-06,16
2015,15-RR-CMR-18002,1,16,7005094.0,3,2015-12-30,2015-12-31,16
2015,15-RR-COD-15556,1,16,6792923.0,3,2015-07-16,2015-07-31,27
2015,15-RR-DZA-17727,3,6,5051640.0,3,2015-12-09,2015-12-10,2
2015,15-RR-ETH-17557,3,8,17003929.0,3,2015-11-11,2015-11-11,36
2015,15-RR-HND-17502,3,8,2187908.0,3,2015-11-09,2015-11-13,46
2015,15-RR-HTI-15837,2,9,4145154.0,3,2015-08-17,2015-08-20,45
2015,15-RR-HTI-15845,3,8,3025767.0,3,2015-08-14,2015-08-20,45
2015,15-RR-HTI-17758,1,16,1986864.0,3,2015-12-22,2015-12-28,45
2015,15-RR-IRQ-17252,2,9,4490040.0,3,2015-10-30,2015-10-30,49
2015,15-RR-MDG-14228,3,8,2294798.0,3,2015-03-27,2015-04-02,59
2015,15-RR-MMR-15942,3,6,8905409.0,3,2015-08-07,2015-08-11,67
2015,15-RR-MMR-17338,3,6,1500000.0,3,2015-10-23,2015-10-23,67
2015,15-RR-MOZ-13459,3,6,3247508.0,3,2015-02-03,2015-02-06,66
2015,15-RR-MOZ-13756,2,9,748857.0,3,2015-03-02,2015-03-03,66
2015,15-RR-MRT-17143,3,8,2532163.0,3,2015-10-20,2015-10-20,63
2015,15-RR-MWI-13471,3,6,6961397.0,3,2015-02-04,2015-02-11,60
2015,15-RR-MWI-16892,3,8,9963628.0,3,2015-10-12,2015-10-14,60
2015,15-RR-NER-14142,1,16,6710140.0,3,2015-04-23,2015-04-28,71
2015,15-RR-NER-17852,1,16,7031508.0,3,2015-12-17,2015-12-29,71
2015,15-RR-NGA-14217,1,16,9889075.0,3,2015-04-29,2015-05-04,72
2015,15-RR-NPL-14845,3,1,14913716.0,3,2015-05-04,2015-05-06,69
2015,15-RR-NPL-15874,3,1,3000000.0,3,2015-08-14,2015-08-14,69
2015,15-RR-NPL-17376,3,7,1200000.0,3,2015-10-28,2015-10-28,69
2015,15-RR-PAK-16807,1,16,11000547.0,3,2015-10-02,2015-10-14,74
2015,15-RR-PER-15160,3,6,914395.0,3,2015-06-03,2015-06-05,77
2015,15-RR-PHL-17750,3,5,1512074.0,3,2015-11-24,2015-11-30,78
2015,15-RR-PRK-15797,3,8,6276701.0,3,2015-08-05,2015-08-11,26
2015,15-RR-RWA-15006,1,16,7984746.0,3,2015-05-18,2015-05-20,81
2015,15-RR-SDN-14565,2,10,1991765.0,3,2015-05-08,2015-05-08,80
2015,15-RR-SDN-15745,1,16,7087382.0,3,2015-07-31,2015-08-17,80
2015,15-RR-SLV-17828,3,8,2710000.0,3,2015-12-17,2015-12-18,34
2015,15-RR-SOM-16347,1,16,5300084.0,3,2015-09-22,2015-09-30,87
2015,15-RR-SSD-15159,1,16,5616616.0,3,2015-06-02,2015-06-04,88
2015,15-RR-SSD-15657,1,16,4989767.0,3,2015-07-16,2015-07-16,88
2015,15-RR-SSD-15657,1,19,203086.0,3,2015-07-16,2015-07-16,88
2015,15-RR-SSD-15810,2,9,2637025.0,3,2015-08-08,2015-08-08,88
2015,15-RR-TCD-14349,1,16,3517882.0,3,2015-05-07,2015-05-22,19
2015,15-RR-TCD-17787,1,16,6997593.0,3,2015-12-18,2015-12-28,19
2015,15-RR-TZA-15113,1,16,7656005.0,3,2015-05-27,2015-06-02,99
2015,15-RR-TZA-17379,2,9,1500314.0,3,2015-11-05,2015-11-05,99
2015,15-RR-UGA-15851,1,16,3238788.0,3,2015-08-05,2015-08-06,97
2015,15-RR-UKR-15384,1,19,4920172.0,3,2015-06-17,2015-06-19,98
2015,15-RR-VUT-14293,3,5,5038408.0,3,2015-03-27,2015-03-30,101
2015,15-RR-YEM-15203,1,19,1440633.0,3,2015-05-22,2015-05-22,105
2015,15-RR-YEM-15526,1,16,25274293.0,3,2015-06-25,2015-07-02,105
2015,15-RR-YEM-15809,1,19,2592511.0,3,2015-09-04,2015-09-10,105
2015,15-RR-YEM-16888,1,16,14942667.0,3,2015-10-20,2015-10-30,105
2015,15-RR-ZWE-17191,3,8,8110712.0,3,2015-10-28,2015-11-02,107
