ApprovedDate,PooledFundName,FundType,Budget
,80,1,1400000.0
,107,1,1772568.0
,18,1,589840.0
,48,1,6612304.0
,79,1,3238876.0
,80,1,4138078.0
,48,1,1985972.0
,79,1,449999.0
,80,1,2749050.0
,48,1,794593.0
,58,1,2400001.0
,71,1,1087503.0
,80,1,6350748.0
,48,1,3962151.0
,54,1,1791702.0
,58,1,1350077.0
,80,1,3920000.0
,54,1,1717708.0
,48,1,1070000.0
,58,1,1699246.0
,26,1,6723487.0
,58,1,1300020.0
,71,1,993790.0
,26,1,3280281.0
,58,1,1355986.0
,71,1,1280396.0
,72,1,1351450.0
,72,1,901155.0
,102,1,4813138.0
,59,1,1000000.0
,102,1,1727515.0
,102,1,2662108.0
,72,1,688130.0
,72,1,1862005.0
,45,1,648661.0
,27,1,1199835.0
,45,1,2119579.0
,72,1,1409088.0
,27,1,1524874.0
,45,1,389420.0
,27,1,1500000.0
,27,1,1500000.0
,27,1,2098875.0
,56,1,1720708.0
,27,1,2000000.0
,56,1,1112908.0
,56,1,2716917.0
,81,1,398007.0
,81,1,1400000.0
,88,1,2015164.0
,105,1,31666052.0
,60,1,8391229.0
,14,1,1564882.0
,74,1,2500000.0
,74,1,2500000.0
,60,1,1609197.0
,14,1,819999.0
,74,1,3174005.0
,74,1,377443.0
,74,1,839736.0
,97,1,718227.0
,74,1,889464.0
,97,1,449743.0
,59,1,856144.0
,66,1,4815289.0
,79,1,2179551.0
,97,1,969738.0
,59,1,368856.0
,66,1,148369.0
,79,1,807871.0
,97,1,1449511.0
,97,1,717544.0
,25,1,349962.0
,107,1,5149853.0
,25,1,539531.0
,13,1,2796523.0
,13,1,1202124.0
,25,1,205729.0
,59,1,3673919.0
,107,1,4900936.0
,25,1,899999.0
,59,1,100000.0
,87,1,1001492.0
,88,1,8407843.0
,87,1,2000006.0
,66,1,7093925.0
,66,1,4052079.0
,87,1,2993925.0
,88,1,1400035.0
,87,1,2000229.0
,88,1,1109954.0
,66,1,2872117.0
,80,1,684889.0
,80,1,10328007.0
,87,1,1964785.0
,60,1,551935.0
,80,1,2894915.0
,60,1,165957.0
,80,1,2048542.0
,73,1,5084173.0
,19,1,4293148.0
,107,1,2092277.0
,19,1,3957000.0
,60,1,357982.0
,87,1,1986424.0
,107,1,264729.0
,60,1,2076171.0
,98,1,1116000.0
,19,1,2729165.0
,60,1,200000.0
,80,1,5404535.0
,98,1,1415169.0
,107,1,748029.0
,27,1,6130164.0
,27,1,4075672.0
,107,1,950071.0
,22,1,1500046.0
,28,1,1799999.0
,45,1,1617652.0
,80,1,5001933.0
,73,1,1664310.0
,22,1,1758967.0
,27,1,5750362.0
,46,1,2999924.0
,22,1,4732832.0
,27,1,14643953.0
,28,1,469968.0
,71,1,3251364.0
,98,1,1486144.0
,73,1,1000000.0
,28,1,1230000.0
,71,1,2399795.0
,97,1,2660000.0
,99,1,1200013.0
,16,1,3509513.0
,28,1,503158.0
,50,1,1642354.0
,97,1,3483802.0
,99,1,300008.0
,50,1,329122.0
,27,1,1153302.0
,45,1,3400714.0
,71,1,1200000.0
,97,1,3094874.0
,16,1,1731500.0
,98,1,642646.0
,16,1,1604618.0
,58,1,1025000.0
,58,1,700001.0
,98,1,1343106.0
,16,1,1155702.0
,58,1,275000.0
,71,1,1138628.0
,16,1,3293825.0
,97,1,1000000.0
,3,1,1774612.0
,97,1,550257.0
,23,1,1015009.0
,3,1,2799851.0
,97,1,1507667.0
,99,1,4489324.0
,66,1,5017729.0
,97,1,5694973.0
,23,1,1779174.0
,3,1,1768269.0
,66,1,451760.0
,23,1,200001.0
,66,1,302082.0
,66,1,1739927.0
,66,1,2453409.0
,58,1,156254.0
,67,1,1122595.0
,67,1,300000.0
,67,1,599852.0
,67,1,1471950.0
,36,1,9998667.0
,42,1,1986599.0
,52,1,1500053.0
,52,1,1349265.0
,34,1,1998859.0
,52,1,1800000.0
,52,1,349999.0
,87,1,1300000.0
,87,1,11218840.0
,36,1,858943.0
,87,1,996378.0
,87,1,11500626.0
,36,1,920824.0
,87,1,3480000.0
,36,1,500000.0
,87,1,700000.0
,36,1,2637013.0
,36,1,194312.0
,36,1,6000000.0
,45,1,456432.0
,87,1,726745.0
,45,1,1625000.0
,45,1,3000000.0
,7,1,2650286.0
,7,1,750000.0
,7,1,850002.0
,7,1,988948.0
,27,1,9837589.0
,35,1,250000.0
,61,1,1066030.0
,61,1,1850067.0
,35,1,900270.0
,58,1,1602143.0
,61,1,334001.0
,1,1,8909315.0
,61,1,2749988.0
,1,1,7090682.0
,7,1,8738063.0
,35,1,849842.0
,7,1,1366460.0
,13,1,699801.0
,103,1,3000000.0
,6,1,1002151.0
,13,1,3300000.0
,80,1,3140187.0
,102,1,7333751.0
,16,1,1502597.0
,13,1,350020.0
,16,1,500039.0
,13,1,412093.0
,16,1,999993.0
,80,1,4734887.0
,102,1,2681935.0
,103,1,3000000.0
,13,1,650000.0
,13,1,599969.0
,16,1,1499889.0
,80,1,5624990.0
,26,1,4500008.0
,16,1,500000.0
,26,1,1499890.0
,71,1,1080624.0
,80,1,399883.0
,71,1,6915113.0
,80,1,2600006.0
,80,1,503530.0
,45,1,1054807.0
,52,1,1209273.0
,78,1,675788.0
,88,1,10429941.0
,52,1,1599999.0
,71,1,949945.0
,78,1,2390287.0
,88,1,370000.0
,106,1,5998127.0
,87,1,700000.0
,88,1,4199896.0
,106,1,1484052.0
,52,1,200000.0
,106,1,506495.0
,87,1,4300000.0
,87,1,1600215.0
,87,1,1400007.0
,82,1,2407468.0
,82,1,299600.0
,28,1,910025.0
,28,1,338444.0
,56,1,2299995.0
,28,1,990000.0
,56,1,750002.0
,28,1,737350.0
,79,1,2303223.0
,79,1,3523258.0
,79,1,1100500.0
,68,1,500000.0
,68,1,343028.0
,97,1,800000.0
,68,1,1500000.0
,97,1,763311.0
,68,1,657001.0
,97,1,799742.0
,97,1,769770.0
,97,1,818489.0
,31,1,10000000.0
,16,1,7291925.0
,107,1,5054960.0
,16,1,1425065.0
,107,1,3049060.0
,91,1,23995744.0
,107,1,6790003.0
,91,1,6000000.0
,80,1,42873050.0
,80,1,33974399.0
,19,1,1000000.0
,63,1,2399380.0
,80,1,23027392.0
,3,1,285000.0
,19,1,1000000.0
,63,1,800000.0
,3,1,781748.0
,19,1,2270108.0
,3,1,2149990.0
,19,1,950048.0
,55,1,12988434.0
,63,1,2800000.0
,3,1,284955.0
,51,1,1701190.0
,19,1,3675005.0
,46,1,899999.0
,51,1,4299210.0
,41,1,10000000.0
,41,1,5000000.0
,45,1,6999405.0
,46,1,700000.0
,91,1,2000000.0
,88,1,500000.0
,91,1,2700001.0
,46,1,100000.0
,88,1,15499798.0
,91,1,11004124.0
,19,1,3125001.0
,42,1,250000.0
,91,1,9183202.0
,13,1,6000085.0
,61,1,1149592.0
,88,1,860000.0
,13,1,4005348.0
,61,1,5850213.0
,71,1,1100000.0
,73,1,22293277.0
,42,1,799997.0
,71,1,1799344.0
,71,1,2500000.0
,42,1,150078.0
,46,1,2050000.0
,71,1,951697.0
,27,1,7704211.0
,42,1,798270.0
,71,1,4600330.0
,27,1,3561352.0
,42,1,996545.0
,46,1,1250039.0
,27,1,900023.0
,41,1,5900001.0
,41,1,50850027.0
,42,1,1998787.0
,27,1,8703931.0
,41,1,3200000.0
,41,1,49996.0
,74,1,150014.0
,27,1,3684988.0
,74,1,1950002.0
,27,1,5429385.0
,41,1,20000000.0
,74,1,900000.0
,66,1,5933326.0
,66,1,1069753.0
,107,1,19999113.0
,71,1,1500041.0
,71,1,2000981.0
,101,1,199262.0
,101,1,889930.0
,101,1,492000.0
,101,1,681558.0
,101,1,342635.0
,71,1,2500032.0
,27,1,28797157.0
,27,1,11149960.0
,87,1,3750488.0
,52,1,3006018.0
,87,1,2850041.0
,26,1,4999689.0
,87,1,500000.0
,37,1,200077.0
,37,1,702671.0
,37,1,100000.0
,7,1,2821916.0
,7,1,939946.0
,7,1,1250207.0
,41,1,25074550.0
,7,1,5189062.0
,34,1,1900040.0
,34,1,1099844.0
,87,1,5154537.0
,87,1,7785532.0
,87,1,2049945.0
,81,1,200000.0
,81,1,800000.0
,55,1,5999480.0
,7,1,3494543.0
,19,1,1000000.0
,36,1,3700000.0
,7,1,1395509.0
,19,1,2100000.0
,19,1,399996.0
,19,1,1005176.0
,36,1,4300000.0
,59,1,2149919.0
,59,1,1850000.0
,71,1,2000000.0
,71,1,2519292.0
,71,1,500124.0
,74,1,3265002.0
,66,1,4674826.0
,74,1,3563958.0
,66,1,1550061.0
,74,1,1499886.0
,1,1,6500000.0
,66,1,775001.0
,72,1,10601946.0
,88,1,600000.0
,1,1,6499965.0
,88,1,1199199.0
,88,1,1700000.0
,88,1,6240349.0
,72,1,2400000.0
,105,1,34999937.0
,74,1,645314.0
,97,1,2600000.0
,97,1,499984.0
,14,1,2200000.0
,45,1,1250000.0
,97,1,1200068.0
,13,1,901145.0
,14,1,2150231.0
,45,1,1500000.0
,13,1,5100003.0
,14,1,650000.0
,45,1,1100000.0
,22,1,947445.0
,97,1,699284.0
,22,1,2305773.0
,110,1,2000000.0
,22,1,743151.0
,45,1,1150000.0
,78,1,3113674.0
,104,1,2999889.0
,22,1,1003631.0
,46,1,2601926.0
,46,1,1300000.0
,42,1,1150000.0
,42,1,772190.0
,42,1,600000.0
,36,1,12660286.0
,70,1,1100000.0
,36,1,5011898.0
,18,1,1000994.0
,36,1,1000000.0
,70,1,900000.0
,80,1,2500000.0
,1,1,15000000.0
,13,1,6000000.0
,31,1,1500000.0
,36,1,7552470.0
,80,1,1000000.0
,105,1,30000000.0
,80,1,1500000.0
,88,1,7000000.0
,72,1,15000005.0
,27,1,5998971.0
,27,1,1000000.0
,5,1,219999.0
,111,1,1299227.0
,5,1,1252999.0
,5,1,527600.0
,111,1,700000.0
,37,1,500000.0
,41,1,8000001.0
,41,1,17004108.0
,43,1,1800001.0
,43,1,1800000.0
,43,1,2400000.0
,27,1,2012455.0
,36,1,3147980.0
,27,1,2000936.0
,36,1,3135218.0
,41,1,4999236.0
,18,1,8000183.0
,112,1,994464.0
,36,1,500000.0
,7,1,4174468.0
,7,1,9800001.0
,80,1,3249139.0
,80,1,1750055.0
,1,1,10898459.0
,87,1,1000045.0
,1,1,1100000.0
,87,1,8150099.0
,88,1,6300001.0
,87,1,5200018.0
,88,1,3700358.0
,87,1,500000.0
,87,1,6901005.0
,87,1,5250135.0
,1,1,3000000.0
,218,1,1000000.0
,36,1,978857.0
,105,1,8440000.0
,105,1,13060000.0
,27,1,1500000.0
,105,1,9261549.0
,105,1,9233268.0
,66,1,3197681.0
,36,1,7531911.0
,66,1,789190.0
,73,1,1198475.0
,66,1,1033749.0
,36,1,11300004.0
,73,1,2500000.0
,73,1,800000.0
,27,1,600000.0
,27,1,597576.0
,14,1,225000.0
,14,1,750000.0
,14,1,525010.0
,45,1,998966.0
,13,1,2509478.0
,13,1,1500000.0
,69,1,3202301.0
,102,1,3199993.0
,19,1,1199975.0
,59,1,8000000.0
,3,1,4999561.0
,45,1,1750000.0
,1,1,3499990.0
,19,1,1598671.0
,88,1,6941784.0
,102,1,4200000.0
,1,1,6000008.0
,88,1,3999937.0
,102,1,600000.0
,45,1,2622943.0
,1,1,1500001.0
,19,1,3399939.0
,45,1,2500000.0
,1,1,740000.0
,19,1,802480.0
,45,1,1000000.0
,55,1,3998359.0
,16,1,4998919.0
,72,1,1500000.0
,72,1,4800022.0
,72,1,2944855.0
,72,1,1750063.0
,13,1,2000000.0
,13,1,5000021.0
,66,1,5000901.0
,1,1,759903.0
,36,1,3000000.0
,91,1,7800000.0
,36,1,4000000.0
,45,1,500000.0
,91,1,2200000.0
,45,1,3011303.0
,91,1,9500760.0
,36,1,4000000.0
,91,1,499987.0
,45,1,500000.0
,1,1,3500000.0
,71,1,284576.0
,1,1,11727501.0
,71,1,3215423.0
,36,1,2000000.0
,71,1,2021000.0
,1,1,45000000.0
,67,1,3000000.0
,67,1,2808560.0
,52,1,2551019.0
,67,1,2800000.0
,71,1,1769500.0
,22,1,1656135.0
,52,1,2450000.0
,67,1,1424117.0
,71,1,1209501.0
,22,1,350177.0
,27,1,14250015.0
,66,1,100000.0
,72,1,1704803.0
,88,1,1500000.0
,72,1,4900362.0
,27,1,1000000.0
,66,1,75056.0
,1,1,5000000.0
,27,1,4600377.0
,27,1,1857681.0
,66,1,325001.0
,72,1,600000.0
,72,1,300000.0
,27,1,350000.0
,91,1,800000.0
,91,1,1200000.0
,87,1,500000.0
,87,1,1250000.0
,36,1,4987750.0
,87,1,2250000.0
,87,1,4000000.0
,88,1,12909258.0
,13,1,5000015.0
,36,1,7300000.0
,36,1,10200028.0
,36,1,2500000.0
,78,1,8578556.0
,78,1,3396045.0
,87,1,15003345.0
,87,1,1999876.0
,19,1,169824.0
,61,1,5499992.0
,19,1,2980050.0
,61,1,4500000.0
,71,1,2898571.0
,19,1,2850191.0
,71,1,5200088.0
,71,1,1900000.0
,105,1,2721000.0
,235,1,1000600.0
,105,1,4800250.0
,105,1,6770900.0
,60,1,1199993.0
,19,1,2000000.0
,105,1,411554.0
,60,1,890000.0
,19,1,674433.0
,60,1,600000.0
,19,1,400000.0
,52,1,900000.0
,60,1,310004.0
,105,1,5293685.0
,45,1,2000000.0
,52,1,1000000.0
,19,1,1400002.0
,19,1,700000.0
,98,1,16497066.0
,19,1,4824940.0
,45,1,1600000.0
,55,1,2500713.0
,45,1,499638.0
,46,1,749978.0
,52,1,2350000.0
,55,1,5501800.0
,98,1,4000000.0
,3,1,2250000.0
,45,1,2858248.0
,46,1,4244801.0
,52,1,1750001.0
,3,1,3750000.0
,67,1,2500000.0
,45,1,1000000.0
,27,1,13449996.0
,59,1,2982221.0
,27,1,2250000.0
,67,1,2771101.0
,59,1,1098298.0
,67,1,5731569.0
,98,1,22000000.0
,27,1,2500000.0
,59,1,400000.0
,67,1,1000000.0
,80,1,9305380.0
,98,1,15999857.0
,27,1,4807513.0
,80,1,2405325.0
,98,1,2006966.0
,80,1,8235047.0
,59,1,1303437.0
,59,1,1250000.0
,59,1,4506159.0
,66,1,2125875.0
,66,1,1570897.0
,66,1,321910.0
01-2016,36,2,1504888.55
01-2016,18,2,581978.35
01-2016,36,2,330115.89
01-2016,36,2,496462.64
01-2017,18,2,350000.0
01-2017,87,2,204985.92
01-2017,87,2,209361.4
01-2017,87,2,270123.0
01-2017,87,2,271729.71
01-2017,87,2,224645.32
01-2017,87,2,199734.89
01-2017,105,2,250292.26
01-2019,88,2,100000.0
01-2019,88,2,215105.58
01-2019,88,2,141436.35
01-2019,88,2,166632.71
01-2019,88,2,119997.94
01-2019,88,2,292958.3
01-2019,88,2,254318.99
01-2019,88,2,129999.65
01-2019,88,2,150000.09
01-2019,88,2,180000.75
01-2019,88,2,100000.0
01-2019,88,2,100000.79
01-2019,88,2,263000.03
01-2020,80,2,750048.07
01-2021,1,2,3100000.0
01-2022,80,2,329560.0
10-2014,74,2,414620.0
10-2014,105,2,229732.17
10-2015,55,2,234237.98
10-2015,55,2,225913.88
10-2015,55,2,211024.33
10-2015,55,2,249953.07
10-2016,18,2,476514.44
10-2016,88,2,250013.6
10-2016,88,2,250000.0
10-2016,88,2,3000063.45
10-2016,88,2,899999.47
10-2017,55,2,730767.2
10-2017,108,2,605477.72
10-2017,108,2,256912.89
10-2017,87,2,177325.96
10-2017,87,2,500000.0
10-2017,87,2,299882.44
10-2017,87,2,462553.55
10-2017,87,2,300000.0
10-2017,87,2,293508.6
10-2017,87,2,151596.05
10-2017,87,2,159900.8
10-2017,87,2,300000.0
10-2017,87,2,300000.0
10-2021,91,2,248892.51
10-2021,27,2,902030.98
10-2021,27,2,850011.87
10-2021,27,2,187999.98
10-2021,27,2,125720.92
10-2021,27,2,193605.8
10-2021,27,2,50000.01
11-2016,108,2,500000.0
11-2016,91,2,1090897.1
11-2019,88,2,100000.0
11-2019,88,2,100000.92
11-2019,36,2,9000003.98
11-2019,88,2,180000.02
11-2019,88,2,215187.98
11-2020,108,2,560592.37
11-2020,108,2,662772.28
11-2020,108,2,758988.99
11-2021,91,2,300113.6
11-2021,91,2,517478.75
11-2022,36,2,500000.0
11-2022,36,2,300000.0
11-2022,36,2,250000.2
11-2022,36,2,300037.79
11-2022,36,2,360008.06
11-2022,36,2,249851.57
11-2022,36,2,450000.12
11-2022,36,2,270000.0
12-2014,22,2,250000.0
12-2014,45,2,186419.68
12-2014,74,2,125148.0
12-2014,105,2,359194.0
12-2015,22,2,338651.32999999996
12-2015,74,2,125628.7
12-2015,105,2,675901.93
12-2015,73,2,227915.35
12-2018,72,2,1590939.13
12-2018,72,2,491311.9
12-2019,74,2,99812.7
12-2019,88,2,100000.06
12-2019,88,2,150011.88
12-2019,91,2,784174.11
12-2019,91,2,481500.0
12-2019,91,2,999983.12
12-2020,108,2,1199498.19
12-2020,108,2,347922.69
,36,2,286689.64
,88,2,200009.75
,88,2,200000.0
,88,2,76028.85
,88,2,202551.0
,88,2,200000.0
,88,2,700000.85
,88,2,396901.3
,88,2,1300000.0
,88,2,700000.03
,1,2,1498155.15
,108,2,1499478.74
,36,2,493419.47
,36,2,513640.73
,36,2,565373.02
,18,2,249887.27
,108,2,3646303.63
,72,2,130358.19
,88,2,190432.91
,88,2,130000.0
,88,2,369304.3
,88,2,102000.94
,108,2,2558936.03
,36,2,400000.0
,36,2,349999.85
,36,2,449999.8
,36,2,1150000.01
,36,2,229288.48
,36,2,219997.32
,27,2,1000000.0
,27,2,1000000.0
,108,2,664643.49
,108,2,301750.7
,108,2,595506.36
,108,2,598807.81
,108,2,999905.3
,108,2,768122.08
,108,2,999544.78
,108,2,496526.01
,108,2,454390.61
,18,2,199999.35
,108,2,806520.0
,108,2,592233.57
,108,2,490149.03
,88,2,150002.02
,36,2,192749.8
,91,2,429131.01
,80,2,499960.59
,80,2,200000.0
,22,2,158919.7
,51,2,249365.92
,87,2,200000.0
,88,2,199848.07
,88,2,945340.6900000001
,88,2,878982.79
,88,2,2026004.27
,88,2,2092596.71
,88,2,2551078.47
,88,2,2679086.6599999997
,88,2,2039307.53
,88,2,1210018.81
,18,2,300750.59
,87,2,300024.5
,87,2,190000.03
,87,2,180645.96
,36,2,307938.95
,88,2,424321.34
,73,2,262785.61
,27,2,188000.0
,27,2,401067.03
,27,2,1070300.0
,27,2,367384.5
,49,2,238748.37
,27,2,940361.2
,27,2,668635.64
,27,2,420000.04
,73,2,245532.9
,73,2,249770.75
,73,2,349998.76
,91,2,249998.55
,91,2,250071.84
,91,2,497603.5
,87,2,1150185.0
,73,2,67267.0
,91,2,1000000.03
,91,2,2000000.0
,91,2,2000000.0
,91,2,2000001.18
,87,2,199999.05
,98,2,600000.0
,36,2,240000.0
,36,2,800000.04
,36,2,249987.14
,36,2,270022.95
,36,2,573280.44
,87,2,104723.0
,80,2,1319806.98
,80,2,241204.75
,80,2,262785.62
,80,2,382758.26
,80,2,200000.0
,80,2,161024.0
,80,2,160500.0
,80,2,652429.81
,80,2,1648335.0
,80,2,4347008.25
,80,2,2500000.0
,80,2,1162500.0
,91,2,649996.17
,108,2,314383.82
,108,2,186549.15
,108,2,517159.77
,108,2,718409.77
,108,2,462345.0
,108,2,313129.7
,108,2,398425.2
,108,2,689224.75
,108,2,334456.32
,108,2,354794.35
,108,2,633377.74
,108,2,953912.96
,108,2,563173.64
,73,2,200000.0
,74,2,159915.0
,73,2,352501.98
,88,2,220045.5
,88,2,260000.16
,72,2,429000.0
,108,2,418766.01
,108,2,198280.84
,108,2,873401.95
,108,2,1051394.03
,108,2,687195.0
,108,2,257823.8
,108,2,266001.79
,108,2,299493.1
,108,2,499989.6
,88,2,139923.9
,88,2,190000.0
,88,2,200000.0
,88,2,180000.0
,88,2,210000.01
,80,2,495247.47
,80,2,1000000.0
02-2011,87,2,999831.0
02-2015,74,2,80000.0
02-2015,80,2,892900.0
02-2015,80,2,470890.0
02-2015,80,2,378523.0
02-2015,80,2,800000.0
02-2016,80,2,74759.0
02-2016,80,2,85600.0
02-2016,18,2,277598.55
02-2019,88,2,149999.02
02-2019,88,2,154289.93
02-2019,88,2,400000.24
02-2019,88,2,299996.97
02-2019,88,2,100000.0
02-2019,88,2,200000.0
02-2019,88,2,245300.0
02-2019,88,2,317450.45
02-2021,88,2,389126.99
02-2021,105,2,732428.35
02-2021,105,2,551763.69
02-2021,98,2,1049999.56
,87,2,740400.99
,18,2,563158.33
,18,2,649999.66
,88,2,48654.0
,88,2,100000.04
,88,2,103710.7
,88,2,100000.06
,88,2,49999.15
,88,2,250000.0
,88,2,140000.0
,88,2,150000.0
,88,2,180000.0
,88,2,150000.3
,88,2,130000.0
,88,2,260000.0
,88,2,200000.02
,88,2,49999.14
,88,2,250000.0
,88,2,170041.58
,88,2,100000.0
,88,2,103699.05
,27,2,2250756.0
,108,2,988972.65
,27,2,1624930.28
,36,2,502043.06
,36,2,300000.0
,36,2,359073.91
,88,2,250000.0
,88,2,200000.0
,88,2,105074.0
,88,2,180000.0
,88,2,105000.0
,88,2,50000.03
,88,2,325000.73
,88,2,259991.29
,88,2,133000.0
,88,2,100000.0
,88,2,100000.06
,88,2,99999.9
,88,2,204000.08
,88,2,300000.18
,88,2,259977.9
,88,2,53999.69
,88,2,251075.5
,88,2,259982.7
,88,2,400000.0
,88,2,100000.0
,88,2,50000.35
,88,2,326353.99
,88,2,100000.06
,88,2,340003.2
,88,2,150000.0
,88,2,260000.05
,88,2,138662.97
,88,2,231343.74
,91,2,492969.52
,1,2,974000.0
,1,2,861380.54
,1,2,487743.45
,1,2,469693.62
,1,2,619885.24
,1,2,478028.39
,1,2,688341.7
,1,2,475647.1
,87,2,750000.0
,74,2,301270.07
,87,2,299937.12
,87,2,199988.02
,87,2,281253.41
,87,2,249257.14
,87,2,149995.02
,87,2,190156.76
,87,2,419416.32
,87,2,249663.34
,87,2,350047.38
,87,2,361841.9
,87,2,169067.74
,87,2,248835.24
,87,2,298861.92
,87,2,662493.05
,87,2,200593.86
,87,2,205749.06
,87,2,185976.7
,87,2,211079.97
,87,2,184093.5
,87,2,446930.68
,87,2,189886.41
,88,2,105000.0
,88,2,135000.0
,88,2,162026.3
,88,2,213037.0
,88,2,49958.3
,88,2,100012.9
,88,2,120000.3
,88,2,50000.03
,72,2,424645.51
,88,2,150000.09
,88,2,276830.4
,88,2,50000.03
,88,2,100002.2
,88,2,120000.07
,88,2,200000.0
,80,2,1730989.38
,27,2,365138.17
,1,2,2348367.31
,1,2,10652587.94
,73,2,286194.73
,73,2,200000.22
,73,2,200231.83
,88,2,299998.47
,88,2,57442.74
,88,2,300000.24
,88,2,199999.69
,88,2,105068.5
,88,2,1000000.77
,88,2,64310.66
,108,2,431939.74
,108,2,633226.0
,108,2,698469.79
,108,2,556865.45
,108,2,799880.11
,108,2,789715.08
,73,2,1000000.0
,36,2,150000.0
,36,2,618101.43
,36,2,250000.16
,36,2,270000.0
,36,2,564989.56
,36,2,600002.5
,88,2,9000000.04
,36,2,250088.86
,36,2,1000000.03
,36,2,600093.61
,36,2,394243.96
,108,2,1000001.78
,108,2,1083286.34
,18,2,369833.16
,105,2,298341.01
,18,2,300406.57
,18,2,277265.89
,18,2,92350.42
,108,2,149939.1
,18,2,138768.3
,18,2,46240.05
,18,2,739765.96
,18,2,92490.05
,18,2,369680.19
,18,2,419656.14
,108,2,200000.0
,87,2,174734.32
,87,2,343341.07
,87,2,649999.94
,87,2,277919.3
,87,2,247617.99
,87,2,276262.23
,87,2,299221.52
,88,2,150000.0
,88,2,269722.18
,80,2,1138836.0
,108,2,1085812.27
,108,2,697029.97
,108,2,600349.4
,108,2,1084414.03
,108,2,244995.26
,108,2,724408.51
,108,2,553031.85
,108,2,594005.01
,36,2,200073.27
,36,2,600000.02
,36,2,350000.0
,36,2,500000.02
,36,2,280000.0
,36,2,330000.01
,36,2,900000.06
,36,2,1040728.44
,36,2,415626.36
,36,2,250000.0
,18,2,497550.0
,18,2,416341.3
,18,2,404686.36
,18,2,92532.65
,18,2,346997.53
,18,2,277598.02
,18,2,740051.59
,18,2,300731.21
,18,2,46266.16
,18,2,184157.7
,18,2,92532.67
,18,2,400000.67
,18,2,400000.24
,18,2,799999.99
,18,2,185065.66
,18,2,231332.32
,108,2,1178936.0
,108,2,882459.91
,108,2,363479.04
,108,2,520089.98
,108,2,440728.99
,108,2,1091534.33
,108,2,302648.43
,98,2,499864.41
,73,2,269837.82
,73,2,250049.2
,73,2,359747.02
,80,2,292755.61
,80,2,399995.96
,80,2,606926.25
,80,2,780066.6
,80,2,993180.46
,80,2,1000000.0
,27,2,1155867.25
,87,2,144151.0
,67,2,261302.0
,88,2,200000.18
,88,2,200000.01
,88,2,347345.01
,88,2,169962.0
,27,2,225335.53
,27,2,1020000.0
,88,2,130057.0
,88,2,400000.0
,1,2,1200000.0
,108,2,344351.12
,51,2,300002.72
,27,2,799998.7
,87,2,228371.54
,87,2,330806.48
,87,2,399471.17
,88,2,100948.08
,91,2,113762.4
,88,2,105531.53
,88,2,178620.0
,88,2,150500.02
,88,2,200014.97
,51,2,95444.86
,88,2,200000.07
,88,2,280000.0
,88,2,129999.65
,108,2,798987.19
,108,2,1179962.04
,108,2,1182437.76
,1,2,722922.54
,1,2,999999.58
,1,2,1306216.7
,87,2,568727.0
,108,2,500000.32
,108,2,500000.56
,108,2,499905.07
,108,2,800930.25
,108,2,500008.32
,51,2,95000.06
,55,2,499573.37
,108,2,218176.11
,88,2,390000.15
,91,2,476238.38
,27,2,800000.0
,91,2,750000.45
,88,2,8975742.86
,88,2,1024997.75
,73,2,462928.65
,73,2,498000.69
,27,2,199999.05
,27,2,499935.57
,27,2,399999.17
03-2014,73,2,239305.0
03-2016,36,2,289773.02
03-2016,51,2,250000.0
03-2016,36,2,9997757.29
03-2016,36,2,443872.63
03-2017,36,2,1500000.0
03-2017,36,2,349958.61
03-2017,36,2,449592.97
03-2020,36,2,3000000.02
03-2020,73,2,501502.11
03-2020,73,2,364999.75
03-2020,91,2,679647.95
03-2020,108,2,4770262.87
03-2020,80,2,925841.69
03-2021,98,2,448659.75
03-2021,73,2,375225.0
03-2022,80,2,1299728.99
03-2022,80,2,500000.0
03-2022,80,2,932345.0
,87,2,398793.0
,36,2,261520.52
,36,2,2344407.34
,36,2,3200453.31
,91,2,1649528.05
,91,2,1499669.2
,36,2,1732500.42
,36,2,420790.68
,36,2,373275.0
,36,2,200000.0
,36,2,1121237.19
,36,2,809180.44
,36,2,436875.45
,36,2,499994.89
,36,2,890339.84
,36,2,498815.48
,36,2,500000.0
,18,2,853986.2
,18,2,656912.59
,18,2,370069.13
,18,2,481170.3
,27,2,450000.0
,36,2,1861690.35
,91,2,1999958.4
,36,2,499963.8
,108,2,188647.42
,73,2,300905.98
,67,2,218053.9
,67,2,339750.68
,80,2,993088.4
,80,2,350422.11
,80,2,2015502.62
,80,2,255216.4
,80,2,798870.56
,80,2,395078.24
,80,2,719447.58
,80,2,247584.2
,80,2,689469.09
,80,2,0.0
,36,2,272074.95
,36,2,324227.34
,36,2,311265.08
,36,2,240692.96
,108,2,247844.91
,108,2,796432.62
,108,2,12012823.12
,108,2,797326.04
,108,2,347430.5
,73,2,400000.0
,73,2,80312.89
04-2016,73,2,200256.93
04-2016,91,2,1893900.0
04-2016,91,2,275885.06
04-2016,108,2,500000.0
04-2016,108,2,250042.97
04-2016,108,2,498009.48
04-2016,108,2,250053.65
04-2016,108,2,605348.86
04-2016,108,2,650677.15
04-2019,88,2,100002.2
04-2019,88,2,380000.0
04-2019,88,2,200000.0
04-2019,88,2,240000.05
04-2019,88,2,100002.0
04-2019,88,2,199704.8
04-2021,91,2,249997.48
04-2021,91,2,255896.0
04-2021,88,2,1700000.0
04-2022,1,2,492855.57
