contributionYear,donorId,fundId,paidAmount,pledgedAmount
2020,162,109,80780376,0
2020,163,109,24235703,0
2020,166,109,20000,0
2020,172,109,450000,0
2020,173,109,100000,0
2020,181,109,5000000,0
2020,183,109,88598800,0
2020,188,109,10000,0
2021,8,109,20000,0
2021,9,109,17753,0
2021,12,109,5000,0
2021,13,109,8515088,0
2021,14,109,1585080,0
2021,16,109,10000,0
2021,18,109,25000,0
2021,20,109,243800,0
2021,21,109,881685,0
2021,22,109,20587000,0
2021,24,109,1500,0
2021,30,109,50000,0
2021,35,109,23424484,0
2021,36,109,339560,0
2021,40,109,450000,0
2021,50,109,230435,0
2021,52,109,32483316,0
2021,61,109,181995,0
2021,63,109,20620715,0
2021,64,109,3658536,0
2021,67,109,153378000,0
2021,73,109,2158,0
2021,80,109,735297,0
2021,86,109,13204559,0
2021,88,109,17113900,0
2021,91,109,129629,0
2021,94,109,35000,0
2021,98,109,6000000,0
2021,101,109,3000,0
2021,107,109,224693,0
2021,109,109,6021500,0
2021,112,109,5000,0
2021,117,109,119270,0
2021,118,109,10000,0
2021,119,109,3588,0
2021,120,109,100000,0
2021,122,109,10000,0
2021,124,109,94982700,0
2021,125,109,2086200,0
2021,129,109,54795259,0
2021,133,109,2703,0
2021,134,109,50000,0
2021,136,109,208913,0
2021,138,109,120,0
2021,139,109,132224,0
2021,141,109,1000000,0
2021,144,109,1500000,0
2021,152,109,50000,0
2021,155,109,56540,0
2021,158,109,2829250,0
2021,159,109,5000,0
2021,162,109,70374299,0
2021,163,109,5539552,0
2021,166,109,20000,0
2021,171,109,5000,0
2021,172,109,450000,0
2021,173,109,100000,0
2021,181,109,5000000,0
2021,183,109,88538410,0
2021,188,109,10000,0
2021,193,109,0,0
2021,195,109,0,0
2021,196,109,100000,0
2022,9,109,10333,0
2022,13,109,8005789,0
2022,14,109,2020270,0
2022,15,109,20000,0
2022,18,109,25000,0
2022,20,109,210295,0
2022,21,109,652440,0
2022,22,109,19402100,0
2022,24,109,1500,0
2022,29,109,125000,0
2022,31,109,65181,0
2022,34,109,30000,0
2022,35,109,22893630,0
2022,36,109,304766,0
2022,40,109,450000,0
2022,48,109,30000,0
2022,49,109,100000,0
2022,50,109,222311,0
2022,52,109,30863840,0
2022,61,109,181995,0
2022,63,109,16498300,0
2022,64,109,8928571,0
2022,67,109,146376000,0
2022,73,109,3000,0
2022,80,109,2019122,0
2022,86,109,17264180,0
2022,88,109,14929500,2585315
2022,91,109,123148,0
2022,98,109,6000000,0
2022,100,109,1000000,0
2022,107,109,201349,0
2022,108,109,112940,0
2022,109,109,5541000,0
2022,117,109,263985,0
2022,118,109,160000,0
2022,119,109,3520,0
2022,120,109,100000,0
2022,124,109,80627000,0
2022,125,109,1864500,0
2022,126,109,0,100000
2022,129,109,53873842,0
2022,133,109,5041,0
2022,134,109,50000,0
2022,135,109,248023,0
2022,136,109,230497,0
2022,138,109,320,0
2022,139,109,69668,0
2022,141,109,1000000,0
2022,143,109,97310,0
2022,144,109,3500000,0
2022,152,109,50000,0
2022,155,109,49470,0
2022,158,109,2662406,0
2022,162,109,74796370,0
2022,163,109,5965954,0
2022,166,109,20000,0
2022,172,109,450000,0
2022,173,109,100000,0
2022,183,109,61412832,0
2022,184,109,15000000,0
2022,188,109,110000,0
2022,201,109,500,0
2022,202,109,5000,0
2022,203,109,567749,0
2022,204,109,10000,0
2022,205,109,1000000,0
2022,206,109,355320,0
2023,8,109,20000,0
2023,12,109,5000,0
2023,13,109,7688989,0
2023,15,109,123235,0
2023,16,109,10000,0
2023,18,109,25000,0
2023,20,109,264780,0
2023,21,109,0,639658
2023,22,109,18156000,0
2023,34,109,30000,0
2023,35,109,22166930,0
2023,36,109,646653,0
2023,44,109,75000,0
2023,48,109,100000,0
2023,49,109,100000,0
2023,50,109,204265,0
2023,52,109,25216939,0
2023,61,109,96887,0
2023,63,109,8654400,0
2023,64,109,10905125,0
2023,67,109,106500000,0
2023,70,109,0,109051
2023,73,109,2158,0
2023,80,109,827357,0
2023,86,109,13252479,0
2023,88,109,0,15511892
2023,91,109,0,0
2023,98,109,0,6000000
2023,100,109,1000000,0
2023,107,109,332152,0
2023,109,109,5427500,0
2023,117,109,165375,0
2023,118,109,60000,0
2023,119,109,5238,0
2023,120,109,100000,0
2023,124,109,71828100,0
2023,125,109,1849500,0
2023,129,109,43126566,0
2023,133,109,5063,0
2023,134,109,200000,0
2023,135,109,120000,0
2023,136,109,265230,0
2023,138,109,120,0
2023,139,109,28904,0
2023,141,109,1000000,0
2023,143,109,108189,0
2023,144,109,1500000,0
2023,148,109,0,1000000
2023,152,109,50000,0
2023,154,109,32661,0
2023,155,109,85136,0
2023,156,109,278950,0
2023,158,109,0,0
2023,162,109,63295028,0
2023,163,109,11174682,0
2023,166,109,20000,0
2023,172,109,250000,0
2023,173,109,50000,0
2023,181,109,5000000,0
2023,183,109,57882850,6675567
2023,184,109,19532839,0
2023,188,109,100000,0
2023,203,109,82970,0
2023,206,109,0,75000
2023,207,109,10000,0
2023,209,109,33339,0
2023,210,109,1000000,0
2024,13,109,0,6883604
2024,22,109,0,18538713
2024,63,109,0,9009009
2024,86,109,0,12079831
2024,109,109,0,5353319
2024,124,109,0,61383928
2024,125,109,0,1885606
2024,129,109,0,49734748
2024,148,109,0,1000000
2024,162,109,0,76280102
2025,13,109,0,6883604
2025,124,109,0,61383928
2025,129,109,0,49734748
2025,148,109,0,1000000
2025,162,109,0,101648351
2026,13,109,0,6883604
